Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),,sub(pm10),sub(pm2.5),so2(sub),sub(no2),(sub)nh3,check(pm10),check(pm2.5),check(s02),check(no2),check(nh3),AQI
16-02-2022,23.14,52.44,8.25,4.14,12.33,25.7,8.13,0.04,15.3,0.1,,2.94,4.12,21.5,81.9,0.57,154.57,,,,52,39,10,5,6,1,1,1,1,1,52
17-02-2022,30.71,62.26,7.19,7.47,14.66,22.01,8.71,0.1,20.17,0.01,,3.66,6.11,21.83,81.29,0.55,159.76,0.39,,,62,51,11,9,6,1,1,1,1,1,62
18-02-2022,47.64,75.11,6.77,9.69,16.46,20.99,8.2,0.15,24.66,0.74,,4.9,5.71,22.93,72.59,0.52,147.17,,,,75,79,10,12,5,1,1,1,1,1,79
19-02-2022,59.71,93.66,6.79,12.3,19.08,20.69,7.57,0.2,27.58,0.55,,4.52,5.88,23.38,74.58,0.55,145.4,,,,94,100,9,15,5,1,1,1,1,1,100
20-02-2022,56.15,95.07,6.55,7.3,13.86,21.46,6.99,0.16,31.98,0.05,,3.53,5.23,23.38,72.68,0.66,146.4,,,,95,94,9,9,5,1,1,1,1,1,95
21-02-2022,54.29,92.06,8.27,11.93,20.2,21.64,6.03,0.22,18.36,1.02,,3.91,4.95,18.7,80.12,0.55,102.18,,,,92,90,8,15,5,1,1,1,1,1,92
22-02-2022,51.23,110.14,5.49,11.92,17.41,21.1,4.27,0.15,36.93,0.84,,3.86,5.68,27.45,65.93,0.92,203.15,,,,107,85,5,15,5,1,1,1,1,1,107
23-02-2022,42.66,90.69,6.21,11.04,17.25,17.54,4.58,0.16,28.08,0.54,,3.69,5.41,23.39,73.25,0.63,135.08,,,,91,71,6,14,4,1,1,1,1,1,91
24-02-2022,73.41,118.24,7.8,10.71,18.51,18.2,3.54,0.26,31.15,1.84,,3.52,6.93,22.46,78.2,0.62,119.26,,,,112,145,4,13,5,1,1,1,1,1,145
25-02-2022,76.93,180,7.2,12.46,19.66,19.28,2.48,0.33,34.01,0.83,,4.5,5.53,24.1,72.23,0.69,152.61,,,,153,156,3,16,5,1,1,1,1,1,156
26-02-2022,51.26,141.4,6.32,6.89,13.21,17.23,2.76,0.31,28.11,0.63,,4.31,4.7,22.93,71.28,0.6,136.4,,,,128,85,3,9,4,1,1,1,1,1,128
27-02-2022,62.28,55.44,8.12,7.59,15.72,17.62,,0.21,13.47,0.22,,4.24,5.73,16.58,82.72,0.42,91.69,,,,55,108,0,9,4,1,1,0,1,1,108
28-02-2022,69.83,177.46,4.76,17.81,22.57,18.28,1.02,0.48,49.37,0.44,,3.62,5.42,29.45,57.15,1.04,192.33,,,,152,133,1,22,5,1,1,1,1,1,152
01-03-2022,84.63,105.48,8.58,7.08,15.65,18.64,,0.44,10.55,1.19,,5.62,5.66,17.68,93.69,0.38,76.62,,,,104,182,0,9,5,1,1,0,1,1,182
02-03-2022,84.83,155.86,4.8,14.63,19.42,18.49,,0.52,48.06,1.79,,4.64,4.87,29.68,53.9,1.05,183.68,,,,137,183,0,18,5,1,1,0,1,1,183
03-03-2022,72.74,129.9,7.46,11.86,19.32,19.65,,0.41,36.34,0.53,,4,4.84,26.04,66.99,0.73,150.88,,,,120,142,0,15,5,1,1,0,1,1,142
04-03-2022,60.59,115.09,10.03,11.45,21.48,20.52,,0.45,29.48,1.35,,3.55,5.68,23.97,69.22,0.57,168.09,,,,110,102,0,14,5,1,1,0,1,1,110
05-03-2022,62.8,114.32,6.72,13.06,19.78,23.52,2.34,0.5,43.68,0.5,,3.97,5.09,25.95,63.77,0.83,161.78,,,,110,109,3,16,6,1,1,1,1,1,110
06-03-2022,67.47,124.71,7.44,10.9,18.34,24.58,1.36,0.53,40.01,0.2,,4.19,5.53,27.41,63.49,0.73,158.38,,,,116,125,2,14,6,1,1,1,1,1,125
07-03-2022,85.31,143.77,7.75,15.55,23.29,23.61,3.46,0.54,47.17,0.72,,4.62,7.05,26.38,67.93,0.53,147.95,,,,129,184,4,19,6,1,1,1,1,1,184
08-03-2022,93.01,142.9,5.91,10.85,16.77,22.74,1.46,0.54,43.01,0.34,,4.27,6.02,28.11,66.83,0.6,171.52,,,,129,210,2,14,6,1,1,1,1,1,210
09-03-2022,83.61,123.59,6.3,9.35,15.65,20.43,8.87,0.45,43.24,0.59,,3.18,3.31,28.1,67.49,0.66,159.77,,,,116,179,11,12,5,1,1,1,1,1,179
10-03-2022,83.55,125.15,6.24,10.39,16.63,18.84,5.12,0.43,38.65,0.09,,4.01,5.18,28.46,66.6,0.77,164.8,,,,117,179,6,13,5,1,1,1,1,1,179
11-03-2022,80.89,130.56,7.11,12.12,19.23,20.21,5.01,0.5,43.16,0.18,,4.33,4.68,27.28,69.09,0.75,172.61,,,,120,170,6,15,5,1,1,1,1,1,170
12-03-2022,54.98,93.99,4.87,8.83,13.7,23.95,4.78,0.39,60.81,0.11,,3.38,4.19,28.62,60.43,0.75,168.89,,,,94,92,6,11,6,1,1,1,1,1,94
13-03-2022,60.75,115.52,7.84,9.45,17.29,27.2,4.84,0.46,37.76,0.69,,4.43,5.56,28.78,54.81,0.82,165.11,,,,110,103,6,12,7,1,1,1,1,1,110
14-03-2022,62.51,115.84,8.31,10.68,18.99,29.69,6.85,0.46,40.5,6.2,,4.54,11.21,29.09,49.88,0.78,170.02,,,,111,108,9,13,7,1,1,1,1,1,111
15-03-2022,92.15,169.48,10.38,17.11,27.49,26.44,6.53,0.59,43.2,0.1,,2.19,3.93,29.49,54.08,0.72,161.89,,,,146,207,8,21,7,1,1,1,1,1,207
16-03-2022,81.14,157.2,8.22,16.92,25.14,23.4,3.58,0.6,43.48,0.16,,2.31,3.29,29.69,54.23,0.71,177.58,,999.53,,138,170,4,21,6,1,1,1,1,1,170
17-03-2022,87.7,161.73,8.9,18.87,27.77,21.16,6.02,0.65,41.54,0.07,,2.65,4.08,29.2,58.91,0.8,183.76,,999.39,,141,192,8,24,5,1,1,1,1,1,192
18-03-2022,109,169.32,9.23,14.15,23.38,19.41,0.91,0.74,28.88,0.3,,1.97,3.74,28.6,64.2,0.77,168.04,,998.88,,146,263,1,18,5,1,1,1,1,1,263
19-03-2022,51.19,108.33,8.04,10.65,18.69,19.17,0.25,0.36,26.41,0.09,,1.51,2.65,27.76,74.26,0.62,165.26,,999.27,,106,85,0,13,5,1,1,1,1,1,106
20-03-2022,35.74,113.75,10.07,6.65,16.72,18.2,,0.27,14.58,0.02,,1.48,3.26,27.28,81.52,0.51,183.54,,,,109,60,0,8,5,1,1,0,1,1,109
21-03-2022,46.67,151.07,8.58,7.47,16.06,17.54,,0.26,24.99,0.05,,1.2,2.42,27.73,77.75,0.59,181.36,,,,134,78,0,9,4,1,1,0,1,1,134
22-03-2022,70.08,151.35,7.9,11.94,19.83,16.46,0.04,0.45,34.53,0.05,,1.86,3.27,27.32,67.18,0.47,175.29,,999.78,,134,134,0,15,4,1,1,1,1,1,134
23-03-2022,56.95,160.65,7.27,11.7,18.97,17.43,,0.43,32.82,0.04,,1.66,2.89,28.12,55.75,0.71,176.18,0.01,998.82,,140,95,0,15,4,1,1,0,1,1,140
24-03-2022,69.15,166.51,7.59,15.98,23.57,17.58,1.82,0.56,41.54,0.09,,1.97,3.61,28.91,55.52,0.68,201.64,,999.84,,144,131,2,20,4,1,1,1,1,1,144
25-03-2022,41.01,105.04,7.72,10.22,17.93,17.51,0.18,0.39,25.41,0.02,,1.39,2.84,27.61,69.45,0.5,166.35,,,,103,68,0,13,4,1,1,1,1,1,103
26-03-2022,37.54,103.65,12.25,9.65,21.9,17.43,0.02,0.39,19.63,0.04,,1.6,2.73,28.15,76.5,0.68,187.78,,,,102,63,0,12,4,1,1,1,1,1,102
27-03-2022,33.06,98.29,10.22,5.24,15.46,16.46,,0.25,16.71,0.07,,1.73,3.05,28.45,78.7,0.64,205.3,,,,98,55,0,7,4,1,1,0,1,1,98
28-03-2022,43.96,109.17,10.4,5.31,15.62,15.95,,0.25,12.65,0.03,,1.42,2.57,28.95,79.91,0.73,199.24,,,,106,73,0,7,4,1,1,0,1,1,106
29-03-2022,43.45,115.21,8.23,8.92,17.15,15.11,,0.28,22.07,0.04,,1.41,2.75,28.79,68.74,0.84,172.1,0.09,,,110,72,0,11,4,1,1,0,1,1,110
30-03-2022,30.62,127.42,7.99,8.26,16.25,16.76,,0.27,19.88,0.05,,1.15,2.24,29.18,71.19,0.94,188.56,0.08,,,118,51,0,10,4,1,1,0,1,1,118
31-03-2022,30.94,115.09,7.51,6.8,14.3,16.41,,0.25,20.65,0.02,,1.25,2.63,26.52,73.57,0.79,152.93,,,,110,52,0,9,4,1,1,0,1,1,110
01-04-2022,60.1,234.12,7.53,7.29,14.82,16.01,,0.23,17.39,0.02,,1.55,2.55,26.03,72.71,0.77,161.62,,,,189,100,0,9,4,1,1,0,1,1,189
02-04-2022,54.37,199.8,8.72,5.7,14.42,15.75,,0.25,19.24,0.07,,1.41,2.6,27.5,75.49,0.71,153.12,,,,167,91,0,7,4,1,1,0,1,1,167
03-04-2022,47.82,166.66,7.66,5.18,12.84,15.38,,0.31,16.76,0.04,,1.28,2.42,27.92,74.25,0.72,201.78,0.02,,,144,80,0,6,4,1,1,0,1,1,144
04-04-2022,39.07,130.85,7.86,6.51,14.37,14.59,,0.25,15.16,0.04,,1.29,2.45,29.2,79.03,0.75,205.85,0.08,,,121,65,0,8,4,1,1,0,1,1,121
05-04-2022,39.37,113.74,10.43,3.56,13.93,19.12,,0.29,7.16,0.05,,1.62,3.08,29.5,81.66,0.64,188.89,,,,109,66,0,4,5,1,1,0,1,1,109
06-04-2022,46.49,110.78,10.75,3.08,13.84,19.11,0.33,0.29,6.55,0.08,,1.74,3.75,29.29,82.69,0.66,198.14,0.02,,,107,77,0,4,5,1,1,1,1,1,107
07-04-2022,42.85,90.86,11.51,4.25,15.02,18.57,,0.27,10.23,0.03,,1.39,2.79,28.88,82.35,0.76,219.1,0.04,,,91,71,0,5,5,1,1,0,1,1,91
08-04-2022,51.93,96.16,10.88,4.33,14.91,19.1,,0.41,7.2,0.06,,1.44,2.45,29.2,82.35,0.84,195.61,0.06,,,96,87,0,5,5,1,1,0,1,1,96
09-04-2022,41.4,65.9,12.86,1.72,14.46,18.91,,0.27,5.89,0.1,,1.27,2.72,26.93,91.44,0.39,154.09,0.09,,,66,69,0,2,5,1,1,0,1,1,69
10-04-2022,39.27,,10.1,3.17,13.27,18.46,,,,0.03,,1.25,3.44,,,,,,,,0,65,0,4,5,0,1,0,1,1,65
11-04-2022,35.67,90.89,8.31,4.43,12.6,17.26,,0.23,13.96,0.01,,1.22,2.25,31.09,68.27,0.96,222.85,0.1,999.36,,91,59,0,6,4,1,1,0,1,1,91
12-04-2022,38.54,90.51,8.86,6.33,15.19,16.64,,0.26,12.67,0.02,,1.29,2.84,27.67,77.25,0.76,186.89,0.06,999.02,,91,64,0,8,4,1,1,0,1,1,91
13-04-2022,41.86,111.13,6.49,7.29,13.79,15.15,,0.32,17.09,0.03,,1.23,2.4,30.13,69.01,1,208.26,,998.86,,107,70,0,9,4,1,1,0,1,1,107
14-04-2022,43.31,93.82,8.42,4.15,12.57,15.43,,0.33,9.98,0.03,,1.4,2.7,30.3,78.21,0.78,202.89,0.02,999.03,,94,72,0,5,4,1,1,0,1,1,94
15-04-2022,37.44,88.51,9.39,3.31,12.49,17.7,,0.27,7.69,0.05,,1.43,2.79,29.29,79.59,0.85,218.49,0.09,999.22,,89,62,0,4,4,1,1,0,1,1,89
16-04-2022,30.38,92.52,9.07,4.67,13.74,13.58,,0.26,15.02,0.1,,1.17,2.2,28.41,78.58,0.87,215.58,0.03,998.79,,93,51,0,6,3,1,1,0,1,1,93
17-04-2022,31.33,106.41,8.07,5.1,13.17,13.25,,0.25,13.24,0.03,,1.38,2.28,29.31,75.32,0.78,185.87,0.05,999.57,,104,52,0,6,3,1,1,0,1,1,104
18-04-2022,28.42,85.31,7.82,4.55,12.37,12.89,,0.26,11.58,0.02,,1.28,2.19,27.92,80.79,0.65,200.26,0.12,,,85,47,0,6,3,1,1,0,1,1,85
19-04-2022,33.32,78.4,8.45,3.23,11.62,13.02,,0.25,9.28,0.08,,1.43,2.75,27.6,82.42,0.54,186.61,0.09,,,78,56,0,4,3,1,1,0,1,1,78
20-04-2022,35.97,94.58,8.51,4.26,12.77,13.84,,0.3,7.26,0.04,,1.71,2.03,29.58,78.16,0.77,221.47,0.12,,,95,60,0,5,3,1,1,0,1,1,95
21-04-2022,59.29,127.64,5.94,11.57,17.51,14.89,9.19,0.46,26.19,0.02,,1.33,3.49,31.51,60.53,0.85,208.07,0.03,,,118,99,11,14,4,1,1,1,1,1,118
22-04-2022,78.14,139.53,7.16,8.39,15.55,16.15,7.79,0.49,21.73,0.04,,1.08,2.27,31.34,70.96,0.77,167.54,,999.58,,126,160,10,10,4,1,1,1,1,1,160
23-04-2022,60.19,,5.82,7.81,13.63,15.08,,,,0,,1.29,2.5,,,,,,,,0,101,0,10,4,0,1,0,1,1,101
24-04-2022,46.55,,7.7,4.55,12.26,18.41,,,,0.01,,1.21,2.13,,,,,,,,0,78,0,6,5,0,1,0,1,1,78
25-04-2022,41.95,126.54,6.24,9.12,15.35,16.42,7.23,0.36,32.94,0.05,,1.34,2.33,34.62,52.19,1.27,217.67,0.04,998.6,,118,70,9,11,4,1,1,1,1,1,118
26-04-2022,29.77,79.24,6.95,6.44,13.39,14.03,5.15,0.28,18.33,0.12,,1.29,2.33,29.57,75.03,0.74,186.54,0.08,999.58,,79,50,6,8,4,1,1,1,1,1,79
27-04-2022,26.93,72.14,9.51,6.93,16.43,14.07,5.67,0.27,12.14,0.04,,1.58,2.84,27.36,77.38,0.39,181.99,0.22,999.29,,72,45,7,9,4,1,1,1,1,1,72
28-04-2022,33.94,102.66,6.37,8.52,14.89,14.01,6.31,0.29,17.72,0.03,,1.56,2.65,31.45,69.29,0.76,179.89,0.18,998.83,,102,57,8,11,4,1,1,1,1,1,102
29-04-2022,34.2,81.79,7.25,4.33,11.59,15.22,6.42,0.21,8.41,0.05,,1.52,2.24,30.83,80.47,0.83,176.94,0.2,999.53,,82,57,8,5,4,1,1,1,1,1,82
30-04-2022,28.03,71.25,15.72,6.6,21.31,16.2,7.38,0.16,20.61,0.01,,1.7,1.89,30.16,76.95,1.07,222.93,0.1,999.12,,71,47,9,8,4,1,1,1,1,1,71
01-05-2022,27.2,66.43,19.77,5.59,25.36,11.12,4.94,0.13,19.99,0.02,,1.33,1.77,30.65,79.65,0.82,210.13,0.07,998.81,,66,45,6,7,3,1,1,1,1,1,66
02-05-2022,28.87,72.9,13.17,4.83,18.01,9.37,3.21,0.1,12.66,0.02,,1.42,2.13,29.69,83.25,0.48,200.17,,998.77,,73,48,4,6,2,1,1,1,1,1,73
03-05-2022,29.73,91.14,14.32,4.88,19.19,8.66,0.8,0.12,12.75,0.04,,1.24,1.85,31,77.93,0.89,216.55,0.05,999.4,,91,50,1,6,2,1,1,1,1,1,91
04-05-2022,26.76,95.55,13.77,4.25,17.99,9.33,1.09,0.1,19.17,0.02,,1.34,1.95,29.48,81.42,0.76,207.96,0.06,999.79,,96,45,1,5,2,1,1,1,1,1,96
05-05-2022,27.38,106.99,14.71,5.45,20.15,8.47,1.66,0.13,20.03,0.09,,0.97,1.32,28.98,83,0.63,214.91,0.19,999.21,,105,46,2,7,2,1,1,1,1,1,105
06-05-2022,33.41,150.15,13.6,4.06,17.53,8.7,1.69,0.11,16.24,0.01,,1.4,1.5,29.46,81.9,0.85,222.21,0.04,999.5,,133,56,2,5,2,1,1,1,1,1,133
07-05-2022,38.62,167.65,12.09,5.52,16.76,10.16,1.23,0.18,14.81,0.05,,1.42,2.01,29.54,81.88,0.75,224.48,0.06,999.1,,145,64,2,7,3,1,1,1,1,1,145
08-05-2022,32.47,135.81,14.29,5.66,19.86,10.81,1.45,0.13,25.74,0.03,,1.2,1.67,30.36,79.77,0.84,242.6,,997.76,,124,54,2,7,3,1,1,1,1,1,124
09-05-2022,22.61,95.4,9.64,4.78,14.35,9.9,,0.12,12.44,0.04,,1.44,1.98,30.45,82.27,0.8,249.42,,996.9,,95,38,0,6,2,1,1,0,1,1,95
10-05-2022,19.64,112.26,11.42,5.39,16.82,11.05,,0.09,15.31,0.05,,1.06,1.93,31.23,77.92,0.79,238.62,,996.43,,108,33,0,7,3,1,1,0,1,1,108
11-05-2022,17.98,103.56,13.08,4.56,17.64,11.05,,0.11,13.33,0.03,,1.6,1.64,30.59,80.59,0.78,238.19,,996.65,,102,30,0,6,3,1,1,0,1,1,102
12-05-2022,16.61,116.88,12.13,5.75,17.89,10.21,,0.1,18.05,0.03,,1.39,1.8,31.21,77.31,0.78,208.62,,997.6,,111,28,0,7,3,1,1,0,1,1,111
13-05-2022,18.76,131.58,11.88,6.01,17.9,10.47,,0.08,21.45,0.04,,1.17,1.48,31.01,76.24,0.77,207.97,,997.3,,121,31,0,8,3,1,1,0,1,1,121
14-05-2022,22.22,141.97,10.31,5.8,16.11,7.99,9.04,0.08,21.77,0.03,,1.6,1.76,30.67,77.01,0.84,218.08,,997.76,,128,37,11,7,2,1,1,1,1,1,128
15-05-2022,15.54,109.45,9.25,5.68,14.92,7.29,8.89,0.07,27.59,0,,1.26,1.52,31.41,75.75,0.96,228.34,,998.7,,106,26,11,7,2,1,1,1,1,1,106
16-05-2022,22.12,116.26,8.86,5.71,14.57,6.47,9.58,0.07,24.7,0.03,,1.4,1.5,30.99,78.47,0.87,235.06,,997.93,,111,37,12,7,2,1,1,1,1,1,111
17-05-2022,43.4,204.04,8.7,5.65,14.36,5.5,8.83,0.08,26.41,0.03,,1.18,1.66,31.12,76.16,0.82,232.13,,997.65,,169,72,11,7,1,1,1,1,1,1,169
18-05-2022,59.77,268.72,8.26,5.19,13.45,7.02,6.79,0.08,25.02,0.04,,1.32,1.68,30.66,76.03,1.02,242.09,,998.4,,219,100,8,6,2,1,1,1,1,1,219
19-05-2022,53.82,231.01,14.51,3.45,17.56,8.15,6.19,0.14,18.4,0.03,,1.52,1.67,30.24,79.11,0.86,222.41,,997.38,,187,90,8,4,2,1,1,1,1,1,187
20-05-2022,37.11,185.22,14.48,6.41,20.89,9.04,7.8,0.19,21.88,0.05,,1.41,2.08,31.13,74.53,0.68,214.49,,999.12,,157,62,10,8,2,1,1,1,1,1,157
21-05-2022,29.57,136.4,11.89,5.44,17.33,7.55,3.71,0.19,16.12,0.03,,1.3,2.11,30.83,75.23,0.83,214.78,,998.32,,124,49,5,7,2,1,1,1,1,1,124
22-05-2022,20.55,92.97,9.6,4.04,13.63,6.22,3.57,0.17,13.23,0.02,,1.39,1.82,31.59,75.92,0.86,212.94,,997.26,,93,34,4,5,2,1,1,1,1,1,93
23-05-2022,17.79,70.55,9.91,3.62,13.53,5.85,2.79,0.17,10.53,0.02,,0.95,1.52,32.06,76.06,0.94,217.27,,996.06,,71,30,3,5,1,1,1,1,1,1,71
24-05-2022,18.82,76.69,10.36,3.84,14.21,6.12,2.94,0.18,10.77,0.03,,1.01,1.66,31.8,75.65,0.88,227.62,,998.91,,77,31,4,5,2,1,1,1,1,1,77
25-05-2022,19.92,82.86,9.85,4.88,14.73,7.53,6.79,0.17,16.31,0.01,,0.8,1.75,31.73,74.7,0.98,232.77,,999.61,,83,33,8,6,2,1,1,1,1,1,83
26-05-2022,14.32,78.62,9.58,5.07,14.65,7.54,12.87,0.17,19.68,0.03,,0.91,1.16,30.96,75.67,0.87,223.85,,999.6,,79,24,16,6,2,1,1,1,1,1,79
27-05-2022,9.62,58.83,10.81,4.86,15.67,6.37,,0.19,17.51,0.02,,0.71,1.44,30.83,76.69,0.73,217.2,,999.51,,59,16,0,6,2,1,1,0,1,1,59
28-05-2022,8.51,59.81,10.38,5.88,16.25,5.16,,0.19,21.43,0.01,,0.61,1.07,31.25,73.93,0.81,212.05,,999.24,,60,14,0,7,1,1,1,0,1,1,60
29-05-2022,10.08,72.28,9.2,5.87,15.07,4.37,,0.2,27.54,0.01,,0.76,1.11,31.72,73.18,0.87,224.87,,999.19,,72,17,0,7,1,1,1,0,1,1,72
30-05-2022,12.5,69,9.42,6.25,15.67,3.98,3.94,0.22,24.59,0.02,,0.75,0.89,30.87,75.79,0.78,237.8,,998.94,,69,21,5,8,1,1,1,1,1,1,69
31-05-2022,12.56,74.34,9.32,5.9,15.22,4.27,5.69,0.21,27.35,0.03,,0.75,1.22,31.79,72.92,1,254.3,,998.56,,74,21,7,7,1,1,1,1,1,1,74
01-06-2022,12.96,71.93,10.2,5.85,16.05,4.02,4.72,0.22,26.56,0.02,,0.88,1.24,31.46,73.02,0.74,219.44,,998.62,,72,22,6,7,1,1,1,1,1,1,72
02-06-2022,14.66,83.98,9.39,6.63,16.01,4.16,5.12,0.24,24.61,0.01,,1.1,1.1,31.49,74.43,0.83,243.82,,998.97,,84,24,6,8,1,1,1,1,1,1,84
03-06-2022,15.43,78.58,9.8,5.91,15.71,4.29,4.97,0.25,23.47,0.01,,1.12,1.49,30.79,75.61,0.91,243.19,,998.68,,79,26,6,7,1,1,1,1,1,1,79
04-06-2022,12.18,62.02,10.46,5.2,15.67,4.16,4.42,0.24,22.84,0.01,,1.03,1.5,30.69,76.15,0.9,245.07,,998.51,,62,20,6,7,1,1,1,1,1,1,62
05-06-2022,9.3,51.5,10.74,5.55,16.3,3.87,5.38,0.24,24.35,0,,0.71,1.03,30.81,76.56,0.92,237.79,,998.44,,52,16,7,7,1,1,1,1,1,1,52
06-06-2022,11.44,51.07,9.24,7.04,16.28,3.79,4.96,0.26,23.16,0.02,,1.02,1.55,31.09,75.17,0.75,230.34,,998.62,,51,19,6,9,1,1,1,1,1,1,51
07-06-2022,10.94,41.75,11.16,5.37,16.53,3.75,5.42,0.26,20.21,0.01,,0.98,1.33,30.66,79.54,0.57,215.37,,998.74,,42,18,7,7,1,1,1,1,1,1,42
08-06-2022,6.52,24.79,11.16,4.86,16.03,3.69,4.37,0.26,22.6,0.01,,0.97,1.3,32.01,75.07,0.93,234.82,,998.53,,25,11,5,6,1,1,1,1,1,1,25
09-06-2022,7.79,22.39,10.6,5.5,16.1,3.6,6.06,0.27,23.34,0.02,,0.64,1.13,30.82,80.2,0.8,202.33,,997.44,,22,13,8,7,1,1,1,1,1,1,22
10-06-2022,16.2,30.29,14.23,10.62,24.85,3.09,7.96,0.46,14.09,0.04,,0.89,1.11,28.83,87.81,0.64,229.23,,997.26,,30,27,10,13,1,1,1,1,1,1,30
11-06-2022,7.32,12.54,8.63,6.95,15.58,3.76,4.42,0.32,14.94,0,,0.87,0.95,27.46,95.59,1.17,176.56,,998,,13,12,6,9,1,1,1,1,1,1,13
12-06-2022,9.94,32.95,9.26,9.71,18.97,4.13,5.41,0.32,18.66,0.02,,0.86,1.31,28.37,88.17,0.58,163.64,,997.86,,33,17,7,12,1,1,1,1,1,1,33
13-06-2022,10.6,37.22,9.61,11.31,20.92,3.98,1.84,0.36,16.11,0.05,,0.86,1.27,30,81.78,0.7,202.3,,999.31,,37,18,2,14,1,1,1,1,1,1,37
14-06-2022,12,38.79,10.44,8.96,19.4,4.15,4.58,0.33,19.22,0.01,,0.84,0.96,30.37,79.03,0.83,195.99,,998.95,,39,20,6,11,1,1,1,1,1,1,39
15-06-2022,9.68,31.54,13.77,5.86,19.64,3.14,4.31,0.3,16.22,0.01,,0.7,1.09,29.92,82.98,0.68,220.33,,998.47,,32,16,5,7,1,1,1,1,1,1,32
16-06-2022,10.85,30.9,13.11,5.3,18.41,3.38,5.21,0.31,13.01,0.01,,0.93,1.19,28.72,88.59,0.5,208.24,,998.41,,31,18,7,7,1,1,1,1,1,1,31
17-06-2022,9.09,37.11,13.17,5.19,18.37,3.26,5.48,0.33,11.93,0.01,,0.98,1.12,29.21,87.53,0.57,221.17,,997.6,,37,15,7,6,1,1,1,1,1,1,37
18-06-2022,12.47,38.74,14.43,7.33,21.76,3.68,4.6,0.36,12.48,0.02,,0.85,1.17,29.76,83.89,0.64,203.15,,998,,39,21,6,9,1,1,1,1,1,1,39
19-06-2022,10.75,24.75,16.97,6.94,23.91,3.33,4.43,0.38,7.98,0.01,,0.63,0.85,27,94.93,0.36,204.1,,998.46,,25,18,6,9,1,1,1,1,1,1,25
20-06-2022,11.11,25.56,16.36,9.64,25.99,2.87,3.27,0.35,10.33,0,,0.83,1.33,26.81,94.69,0.56,191.82,,997.59,,26,19,4,12,1,1,1,1,1,1,26
21-06-2022,11.31,22.02,11.32,11.42,22.75,3.8,4,0.41,17.06,0.01,,0.63,1.31,26.68,95.22,0.57,182.97,,995.52,,22,19,5,14,1,1,1,1,1,1,22
22-06-2022,11.35,32.41,13.78,9.23,23,3.36,3.91,0.4,16.56,0.03,,0.8,1.22,28.43,89.69,0.52,227.92,,998.82,,32,19,5,12,1,1,1,1,1,1,32
23-06-2022,17.09,34.52,13.7,10.28,23.98,3.82,4.57,0.51,19.54,0.02,,0.8,1.01,29.1,87.29,0.51,239.75,,,,35,28,6,13,1,1,1,1,1,1,35
24-06-2022,13.43,29.76,12.75,7.62,20.37,3.89,4.62,0.48,15.96,0.01,,0.73,1.25,27.77,92.91,0.49,257.37,,995.03,,30,22,6,10,1,1,1,1,1,1,30
25-06-2022,9.31,20.15,10.16,7.34,17.5,3.56,3.86,0.44,36.71,0.01,,0.93,1.26,29.82,82.27,0.73,191.4,,992.39,,20,16,5,9,1,1,1,1,1,1,20
26-06-2022,7.36,16.3,9.05,7.87,16.92,3.73,4.83,0.33,40.31,0.01,,0.92,1.02,29.55,82.2,0.75,181.15,,993.15,,16,12,6,10,1,1,1,1,1,1,16
27-06-2022,10.65,23.64,12.36,7.79,20.16,3.07,4.39,0.41,23.37,0,,0.83,0.81,28.17,91.28,0.51,210.02,,995.71,,24,18,5,10,1,1,1,1,1,1,24
28-06-2022,14.19,27.73,14.38,7.53,21.92,2.4,3.7,0.44,12.73,0.02,,0.8,1.06,27.11,95.07,0.37,231.19,,997.4,,28,24,5,9,1,1,1,1,1,1,28
29-06-2022,14.84,41.81,17.31,7.36,24.67,2.32,4.18,0.55,6.39,0.03,,0.91,1.07,27.6,96.05,0.34,249.91,,996.13,,42,25,5,9,1,1,1,1,1,1,42
30-06-2022,9.95,18.3,16.18,7.47,23.65,2.72,4.21,0.45,14.84,0.02,,0.78,0.9,25.9,98.12,0.38,216.57,,997.17,,18,17,5,9,1,1,1,1,1,1,18
01-07-2022,9.75,20.57,9.65,9.14,18.79,3.3,3.78,0.39,11.14,0.02,,0.86,1.09,25.33,98.97,0.34,221.08,,995.42,,21,16,5,11,1,1,1,1,1,1,21
02-07-2022,10.29,49.86,13.41,5.35,18.76,2.73,5.08,0.38,12.48,0.04,,0.77,1.3,28.62,92.06,0.61,220.17,,,,50,17,6,7,1,1,1,1,1,1,50
03-07-2022,8.96,44.99,13.24,3.76,16.99,2.97,4.73,0.33,15.21,0.03,,0.8,0.9,28.62,90.6,0.7,212.71,,,,45,15,6,5,1,1,1,1,1,1,45
04-07-2022,8.16,21.01,13.49,5.65,19.06,3.06,4.4,0.37,12.03,0.01,,0.8,1.03,27.25,97.73,0.64,255.95,,994.82,,21,14,6,7,1,1,1,1,1,1,21
05-07-2022,5.02,9.96,12.27,6.29,18.56,2.67,5.01,0.39,17.02,0.02,,0.62,1.02,25.97,99.38,2.67,221.12,,993.35,,10,8,6,8,1,1,1,1,1,1,10
