Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),,sub(pm10),sub(pm2.5),so2(sub),sub(no2),(sub)nh3,check(pm10),check(pm2.5),check(s02),check(no2),check(nh3),AQI
01-01-2020,356.62,431.58,87.74,55.86,101.22,33.22,18.71,3.24,4.32,11.91,73.48,,,7.61,71.4,0.75,114.03,67.96,993.69,,402,482,23,70,8,1,1,1,1,1,482
02-01-2020,373.76,480.37,109.86,59.02,121.49,35.06,26.92,4.05,4.25,14.9,94.24,,,8.7,68.36,0.6,194.88,61.81,993.48,,463,495,34,74,9,1,1,1,1,1,495
03-01-2020,205.36,289.09,66.71,42.96,78,27.01,13.99,2.33,1.61,9.71,96.69,,,9.26,67.17,0.78,173.54,62.92,991.32,,239,366,17,54,7,1,1,1,1,1,366
04-01-2020,202.78,292.37,43.73,53.24,63.93,24.32,18.92,1.99,1.57,8.07,56.62,,,9.03,68.3,1,290.67,59.29,990.33,,242,364,24,67,6,1,1,1,1,1,364
05-01-2020,168.58,249.58,18.14,48.32,40.52,18.93,14.13,1.23,1.85,4.74,40.03,,,8.84,64.22,1.28,284.27,70.32,990.8,,200,337,18,60,5,1,1,1,1,1,337
06-01-2020,141.03,207.88,9.86,43.91,31.4,15.93,18.75,1.05,1.4,3.94,32.12,,,8.95,63.05,0.93,170.67,41.62,991.68,,172,316,23,55,4,1,1,1,1,1,316
07-01-2020,116.47,149.51,3.79,25.58,16.5,17.02,16.74,0.84,2.07,3.31,17.28,,,8.98,72.86,1.11,107.07,39.52,989.53,,133,288,21,32,4,1,1,1,1,1,288
08-01-2020,137.33,159.95,14.69,27.51,26.67,18.69,15.15,1.08,1.15,3.9,21.29,,,8.52,80.54,1.02,182.33,14.84,987.5,,140,313,19,34,5,1,1,1,1,1,313
09-01-2020,101.77,134.33,9.53,26.55,21.85,14.72,10.34,0.78,1.51,2.87,16.73,,,7.62,74.57,1.8,308.38,68.83,992.22,,123,239,13,33,4,1,1,1,1,1,239
10-01-2020,144.67,210.41,18.17,43.44,38.1,15.91,13.05,1.26,2.11,4.44,23.69,,,7.73,71.32,1.77,297.38,75.49,992.45,,174,319,16,54,4,1,1,1,1,1,319
11-01-2020,164.85,246.17,22.91,49.18,44.91,18.35,14.74,1.42,2.37,5.41,29.7,,,8.29,62.09,1.43,287.16,76.15,992.2,,197,335,18,61,5,1,1,1,1,1,335
12-01-2020,205.62,301.88,34.16,55.11,57.39,20.83,16.33,1.95,2.02,7.53,51.11,,,8.84,62.26,0.95,248.57,72.8,989.27,,252,366,20,69,5,1,1,1,1,1,366
13-01-2020,223.22,305.46,18.89,41.55,37.35,22.58,14.99,1.88,2.87,6.75,38.25,,,9.09,68.75,1.47,160.51,56.9,984.9,,255,379,19,52,6,1,1,1,1,1,379
14-01-2020,129.09,174.86,18.48,35.96,34.4,24.08,10.95,1.43,1.5,4.55,31.15,,,8.55,74.92,1.3,317.54,69.18,988.37,,150,307,14,45,6,1,1,1,1,1,307
15-01-2020,113.67,180.07,23.45,44.07,42.82,22.95,10.49,1.23,1.81,4.79,38.75,,,8.54,72.29,1.12,278.82,73.56,989.4,,153,279,13,55,6,1,1,1,1,1,279
16-01-2020,144.47,199.3,27.07,40.5,43.62,23.9,11.77,1.24,1.26,5.5,36.97,,,8.27,76.28,1.01,293.28,41.57,988.29,,166,319,15,51,6,1,1,1,1,1,319
17-01-2020,96.05,138.59,22.96,31.04,35.26,21.11,10.99,1.07,2.31,4.49,31.64,,,8.6,79.23,1.24,278.4,68.97,989.52,,126,220,14,39,5,1,1,1,1,1,220
18-01-2020,144.86,225.21,41.58,41.04,55.94,23.69,12.14,1.66,1.81,7.37,56.21,,,8.14,78.86,0.85,261.22,51.73,991.23,,183,319,15,51,6,1,1,1,1,1,319
19-01-2020,140.98,197.77,6.38,26.51,19.29,22.88,7.51,0.69,1.65,3.44,16.4,,,7.64,74.94,2.11,287.36,80.87,991.81,,165,316,9,33,6,1,1,1,1,1,316
20-01-2020,141.94,219.83,22.5,32.13,35.44,20.13,10.2,1.27,2.85,4.16,15.14,,,7.85,78.21,1.33,272.6,66.51,990.9,,180,317,13,40,5,1,1,1,1,1,317
21-01-2020,199.98,304.02,25.81,39.14,41.98,22.26,14.56,1.31,4.32,4.95,19.55,,,8.33,76.55,0.69,119.15,71.68,991.56,,254,362,18,49,6,1,1,1,1,1,362
22-01-2020,207.85,315.03,70.56,57.39,88.07,24.04,17.54,2.11,2.11,8.77,41.77,,,8.33,76.35,1.62,279.14,77.8,993.27,,265,368,22,72,6,1,1,1,1,1,368
23-01-2020,73.76,139.53,8.67,39.85,28.28,16.94,8.98,0.57,2.59,2.74,10.63,,,8.73,59.26,2.77,295.7,90.85,991.66,,126,146,11,50,4,1,1,1,1,1,146
24-01-2020,75.6,154.51,24.79,46.77,45.29,16.64,10.58,1.04,3.78,3.06,11.3,,,8.73,54.79,2.86,291.47,89.39,989.09,,136,152,13,58,4,1,1,1,1,1,152
25-01-2020,126.04,224.5,35.82,67.06,64.83,20.31,12.87,1.66,3.7,5.12,23.17,,,8.73,59.03,1.23,283.65,88.18,989.37,,183,305,16,84,5,1,1,1,1,1,305
26-01-2020,185.04,284.88,48.34,61.52,72.55,26.16,13.91,1.91,2.27,7.8,42.22,,,8.97,63.3,1.1,274.09,88.1,987.63,,235,350,17,77,7,1,1,1,1,1,350
27-01-2020,176.38,257.54,23.5,60.56,51.95,25.28,20.37,1.33,1.69,5.24,22.02,,,9.54,62.46,0.96,123.3,64.38,985.05,,208,343,25,76,6,1,1,1,1,1,343
28-01-2020,123.11,152.74,6.38,32.05,22.26,20.94,12.44,0.91,1.94,3.19,10.68,,,9.34,72.58,1.31,120.29,70.98,983.83,,135,302,16,40,5,1,1,1,1,1,302
29-01-2020,78.67,132.11,33.48,46.04,51.85,18.75,11.02,1.23,1.86,3.49,16.7,,,9.06,68.68,1.27,261.79,96.7,989.62,,121,162,14,58,5,1,1,1,1,1,162
30-01-2020,91.44,165.49,27.64,48.04,48.06,18.21,9.22,1.16,1.52,4.51,19.52,,,8.87,67.88,1.74,302.12,98.39,990.48,,144,205,12,60,5,1,1,1,1,1,205
31-01-2020,80.12,147.54,33.34,48.41,52.94,16.85,10.19,1.13,1.54,3.44,15.13,,,8.41,65.68,1.63,284.06,107.45,988.34,,132,167,13,61,4,1,1,1,1,1,167
01-02-2020,103.09,177.03,40.53,44.05,56.51,16.89,9.85,1.07,2.56,4.29,16.65,,,8.39,69.37,1.17,240.37,140.92,990.51,,151,244,12,55,4,1,1,1,1,1,244
02-02-2020,118.14,195.15,20.75,50.2,43.69,18.37,11.52,1.11,33.07,3.83,14.8,,,8.45,66.72,1.65,291.77,109.11,992.59,,163,294,14,63,5,1,1,1,1,1,294
03-02-2020,120.09,199.85,22.75,57.43,49.2,18.57,11.21,1.24,39.36,3.79,15.08,,,8.88,59.71,1.31,239.96,114.32,991.33,,167,300,14,72,5,1,1,1,1,1,300
04-02-2020,167.23,283.27,43.54,57.81,67.02,20.64,23.53,1.7,60.02,5.22,28,,,8.81,60.14,0.83,133.15,100.29,989.71,,233,336,29,72,5,1,1,1,1,1,336
05-02-2020,139.54,229.77,24.31,57.26,50.37,20.17,12.62,1.24,39.49,5.12,22.99,,,8.99,62.23,1.44,297.86,108.36,989.96,,187,315,16,72,5,1,1,1,1,1,315
06-02-2020,117.84,194.09,21.7,46,42.17,19.29,11.67,1.13,48.44,3.81,18.03,,,8.61,63.23,1.22,228.55,112.39,989.3,,163,293,15,58,5,1,1,1,1,1,293
07-02-2020,161.48,259.02,53.49,63.33,76.65,20.34,17.53,1.63,44.6,5.34,29.86,,,8.56,64.19,0.97,231.71,93.2,991.63,,209,332,22,79,5,1,1,1,1,1,332
08-02-2020,148.51,230.72,19.69,47.55,41.29,21.21,16.28,1.23,51.43,4.67,17.11,,,8.99,62.26,1.67,296.64,104.19,993.55,,187,322,20,59,5,1,1,1,1,1,322
09-02-2020,149.95,253.38,31.35,54,54.27,21.63,13.17,1.53,53.95,4.84,19.05,,,9.1,62.07,1.23,282.8,107.79,994.06,,203,323,16,68,5,1,1,1,1,1,323
10-02-2020,188.1,309.01,37.86,57.21,61.31,25.07,14.55,1.82,51.49,5.63,24.37,,,8.99,63.06,1.25,287.38,104.8,992.09,,259,352,18,72,6,1,1,1,1,1,352
11-02-2020,167.29,288.33,53.47,61.08,76.07,23.03,15.54,2.09,47.39,7.98,44.01,,,9.32,60.03,1.06,285.44,113.67,992.31,,238,336,19,76,6,1,1,1,1,1,336
12-02-2020,176.5,285.68,10.96,40.02,30.21,23.49,19.27,1.19,66.17,4.85,22.12,,,9.94,60.34,2.38,278.23,108.07,991.73,,236,343,24,50,6,1,1,1,1,1,343
13-02-2020,91.55,173.93,4.73,23.9,16.57,18.77,19.23,0.74,65.44,2.32,6.34,,,10.87,54.66,3.17,287.12,116.71,988.73,,149,205,24,30,5,1,1,1,1,1,205
14-02-2020,67.16,165.78,5.05,21.91,15.79,15.17,13.17,0.72,73.56,2.06,7.51,,,10.64,53.15,3.24,299,115.49,985.91,,144,124,16,27,4,1,1,1,1,1,144
15-02-2020,77.14,180.31,7.93,30.94,22.92,14.38,18.89,0.85,67.32,2.48,8.15,,,10.43,48.35,3.03,287.28,121.62,986.22,,154,157,24,39,4,1,1,1,1,1,157
16-02-2020,117.45,227.07,14.36,44.4,35.32,17.33,17.55,1.35,66.48,3.64,14.5,,,10.55,52.01,1.71,285.2,120.79,989.3,,185,292,22,56,4,1,1,1,1,1,292
17-02-2020,124.17,243.12,14.91,45.75,36.5,19.52,17.61,1.31,63.35,4.18,18.7,,,10.81,51.83,2,281.51,128.85,990.3,,195,303,22,57,5,1,1,1,1,1,303
18-02-2020,100.38,203.43,6.58,34.19,23.54,16.34,22.63,0.83,81.57,2.69,7.96,,,10.7,47.15,2.16,278.22,123.15,987.66,,169,235,28,43,4,1,1,1,1,1,235
19-02-2020,100.91,183.61,6.15,20.53,15.94,15.98,25.84,0.78,106.58,2.89,10.9,,,10.6,53.16,1.71,125.24,100.85,986.49,,156,236,32,26,4,1,1,1,1,1,236
20-02-2020,98.24,181.76,1.76,12.32,7.99,18.05,17.09,0.77,111.49,2.54,4.86,,,11.02,57.46,2.17,127.98,101.59,985.98,,155,227,21,15,5,1,1,1,1,1,227
21-02-2020,51.96,76.94,4.87,18.91,14.03,17.64,12.98,0.7,57.41,1.8,9.53,,,9.59,72.6,1.68,71.87,17.8,989.59,,77,87,16,24,4,1,1,1,1,1,87
22-02-2020,52.45,89.92,12.68,23.11,22.31,16.26,15.94,0.87,49.46,2.14,8.97,,,10.37,67.5,0.94,121.57,116.79,993.14,,90,87,20,29,4,1,1,1,1,1,90
23-02-2020,75.14,134.26,9.88,27.83,22.86,19.64,14.35,0.85,68.15,2.85,14.33,,,11.82,57.12,1.03,193.46,148.76,990.72,,123,150,18,35,5,1,1,1,1,1,150
24-02-2020,62.02,129.68,32.42,58.81,58.01,20.65,18.82,1.1,40.85,2.74,15.43,,,10.86,62.02,1.13,298.78,137.32,987.74,,120,107,24,74,5,1,1,1,1,1,120
25-02-2020,128.03,219.78,43.87,83.01,79.93,31.76,25.53,1.59,37.4,3.83,16.87,,,10.97,64,1.41,280.46,145.33,986.52,,180,306,32,103,8,1,1,1,1,1,306
26-02-2020,121.11,213.23,23.95,71.63,57.63,28,21.79,1.31,53.38,4.11,20.96,,,11.15,63.16,1.06,218.88,151.65,987.19,,175,301,27,90,7,1,1,1,1,1,301
27-02-2020,97.97,168.89,5.69,40.75,26.31,27.01,23.82,0.84,63.59,3.04,9.8,,,11.08,68,1.21,119.81,126.16,987.61,,146,227,30,51,7,1,1,1,1,1,227
28-02-2020,83.85,132.55,2.2,22.32,13.66,24.34,18.99,0.71,77.24,2.25,4.25,,,11.2,66.64,2,123.31,142.87,986.44,,122,180,24,28,6,1,1,1,1,1,180
29-02-2020,59.01,98.05,2.39,23.43,14.42,20.18,19.83,0.66,61.5,1.82,8.96,,,10.94,68.59,1.9,123.94,129.62,985.56,,98,98,25,29,5,1,1,1,1,1,98
01-03-2020,34.42,66.8,12.68,35.23,29.08,17.58,15.15,0.75,70.83,1.4,14.09,,,11.03,66.66,1.02,121.14,160.44,986.16,,67,57,19,44,4,1,1,1,1,1,67
02-03-2020,84.4,162.67,51.58,80.59,84.91,25.59,19.89,1.68,54.4,4.15,51.61,,,11.36,68.35,0.57,197.09,124.6,985.72,,142,181,25,101,6,1,1,1,1,1,181
03-03-2020,71.22,157,53.96,70.68,81.6,23.9,19.12,1.34,44.81,4.07,59.23,,,11.64,60.02,1.06,248.84,166.78,984.22,,138,137,24,88,6,1,1,1,1,1,138
04-03-2020,85.66,184.77,23.37,44.88,42.93,23.11,31.14,0.83,66.84,2.92,40.3,,,11.36,59.63,1.37,123.7,153.81,983.53,,157,186,39,56,6,1,1,1,1,1,186
05-03-2020,29.48,51.7,3.93,26.03,17.05,16.63,13.03,0.43,62.87,1.2,12.76,,,10.72,67.02,1.76,127.69,158.41,983.7,,52,49,16,33,4,1,1,1,1,1,52
06-03-2020,17.68,26.09,3.04,21.53,13.94,14.02,9.51,0.41,60.95,0.79,9.33,,,9.53,75.97,1.89,124.71,108.29,982.67,,26,29,12,27,4,1,1,1,1,1,29
07-03-2020,42.77,86.43,10.34,27.46,23.03,13.62,11.36,0.7,57.27,1.56,16.75,,,9.78,73.87,1.29,127.71,113.65,987.06,,86,71,14,34,3,1,1,1,1,1,86
08-03-2020,47.07,104.03,16.89,42.2,36.21,13.26,9.32,0.85,50.13,2.18,24.6,,,10.57,64.23,1.25,258.96,207.41,988.92,,103,78,12,53,3,1,1,1,1,1,103
09-03-2020,66.28,150.86,19.05,48.36,41.24,19.46,12.87,0.9,43.62,2.15,19.12,,,10.45,60.47,1.98,295.1,202.95,986.14,,134,121,16,60,5,1,1,1,1,1,134
10-03-2020,85.35,153.22,5.66,29.38,20.25,25.87,22.76,0.8,76.71,2.13,13.4,,,10.69,59.55,1.08,196.93,185.47,984.89,,135,185,28,37,6,1,1,1,1,1,185
11-03-2020,52.44,96.09,2.39,16.32,10.64,26.52,15.43,0.58,76.05,1.48,9.2,,,11.31,63.31,1.85,115.94,177.64,982.47,,96,87,19,20,7,1,1,1,1,1,96
12-03-2020,56.03,160.86,19.46,33.07,33.27,29.48,15.1,0.78,51.23,1.91,18.68,,,11.58,60.09,1.37,175.18,163.57,984.64,,141,93,19,41,7,1,1,1,1,1,141
13-03-2020,54.31,164.43,7.57,29.4,21.81,24.82,16.78,0.49,60.5,1.56,15.28,,,11.44,54.06,1.04,175.74,192.77,986.45,,143,91,21,37,6,1,1,1,1,1,143
14-03-2020,34.44,79.21,11.59,37.25,29.27,25.25,11.98,0.67,34.25,1.63,19.26,,,10.44,70.93,1.19,157.14,109.36,987.7,,79,57,15,47,6,1,1,1,1,1,79
15-03-2020,45.94,108.32,20.6,51.53,44.2,25.38,11.28,0.8,47.67,1.99,24.85,,,10.37,65.28,0.91,187.81,183.89,989.39,,106,77,14,64,6,1,1,1,1,1,106
16-03-2020,58.45,146.78,21.22,62.23,50.41,31.73,13.6,0.97,56.25,2.45,28.95,,,11.09,61.56,1.39,302.54,154.12,989.14,,131,97,17,78,8,1,1,1,1,1,131
17-03-2020,65.05,154.3,26.89,60.72,54.23,36.33,15.51,1.05,63.88,2.82,36.21,,,11.55,59.35,1.56,304.77,204.71,989.07,,136,117,19,76,9,1,1,1,1,1,136
18-03-2020,62.68,157.78,26.9,63.28,55.59,27.55,12.45,1.09,66.17,3.15,43.49,,,11.97,57.34,1.61,302.8,199.52,987.33,,139,109,16,79,7,1,1,1,1,1,139
19-03-2020,72.76,163.83,19.74,61.68,48.9,31.35,14.23,1.1,68.7,3.43,48.48,,,12.34,59.59,1.02,242.21,188.93,984.24,,143,143,18,77,8,1,1,1,1,1,143
20-03-2020,76.62,167.12,10.55,45.26,32.67,30.44,20.36,0.8,83.88,2.63,32.5,,,12.6,57.88,0.87,124.4,164.53,983.19,,145,155,25,57,8,1,1,1,1,1,155
21-03-2020,51.49,120.69,14.75,44.33,35.6,28.81,17.15,0.78,74.62,2.33,23.7,,,12.63,53.07,1.07,261.2,182.33,983.58,,114,86,21,55,7,1,1,1,1,1,114
22-03-2020,72.3,125.59,5,32.78,21.51,29.59,17.75,0.63,73.81,2.4,23.11,,,12.67,55.66,1.01,242.27,202.29,985.33,,117,141,22,41,7,1,1,1,1,1,141
23-03-2020,45.71,86.77,2.44,21.49,13.42,28.47,14.68,0.5,82.96,1.6,10.27,,,12.9,53.89,0.78,173.44,198.54,984.89,,87,76,18,27,7,1,1,1,1,1,87
24-03-2020,51.26,103.41,2.43,18.06,11.58,29.69,19.43,0.58,64.18,2.13,11.28,,,12.47,57.44,1.1,159.78,140.43,983.68,,102,85,24,23,7,1,1,1,1,1,102
25-03-2020,31.16,59.34,2.94,13.08,9.36,29.55,10.02,0.5,55.08,1.44,10.51,,,13.02,57.67,1.14,257.45,214.27,983.97,,59,52,13,16,7,1,1,1,1,1,59
26-03-2020,32.51,62.95,2.14,7.85,5.92,30.77,13.09,0.45,48.15,0.97,4.5,,,12.66,57.54,2.27,289.07,144.01,985.19,,63,54,16,10,8,1,1,1,1,1,63
27-03-2020,22.81,38.22,2.29,6.75,5.46,27.92,11.74,0.4,43.15,0.75,3.35,,,11.71,66.72,1.58,203.43,110.11,986.95,,38,38,15,8,7,1,1,1,1,1,38
28-03-2020,16.01,27.32,2.49,9.26,6.96,25.46,7.54,0.4,50.73,0.76,5.01,,,11.94,63.23,1.49,300.56,226.45,987.29,,27,27,9,12,6,1,1,1,1,1,27
29-03-2020,21.86,50.41,2.07,6.75,5.28,25.33,9.68,0.36,68.21,0.67,3.89,,,12.45,55.13,2.12,306.91,227.97,985.24,,50,36,12,8,6,1,1,1,1,1,50
30-03-2020,31,58.44,1.92,8.31,5.98,25.9,9.38,0.39,78.96,0.83,4.38,,,12.31,53.64,1.8,300.91,227.3,985.31,,58,52,12,10,6,1,1,1,1,1,58
31-03-2020,27.84,57.39,1.93,9.63,6.7,24.77,11.84,0.39,80.42,0.83,5.52,,,12.94,50.86,1.63,293.35,210.6,984.02,,57,46,15,12,6,1,1,1,1,1,57
01-04-2020,24.96,56.31,2.36,10.47,7.49,26.68,10.54,0.43,73.01,0.95,5.64,,,13.22,52.42,1.46,307.68,218.64,983.09,,56,42,13,13,7,1,1,1,1,1,56
02-04-2020,21.83,50.56,1.91,6.86,5.21,26.29,9.51,0.37,80.55,0.67,3.24,,,12.98,49.82,2.11,309.12,232.8,983.53,,51,36,12,9,7,1,1,1,1,1,51
03-04-2020,28.92,57.63,1.86,9.39,6.51,23.39,12.96,0.38,97.17,0.91,4.79,,,12.6,44.47,1.76,302.39,233.73,984.81,,58,48,16,12,6,1,1,1,1,1,58
04-04-2020,35.47,67.5,1.95,12.2,8.08,24.5,10.82,0.45,88.96,1.13,7.79,,,12.87,45.79,1.55,305.7,234.55,984.79,,68,59,14,15,6,1,1,1,1,1,68
05-04-2020,43.17,84.84,2.11,16.45,10.47,28.39,14.91,0.57,96.3,1.58,9.95,,,13.27,47.77,0.99,201.26,221.76,985.41,,85,72,19,21,7,1,1,1,1,1,85
06-04-2020,45.95,93.52,1.75,11.44,7.52,27.76,23.41,0.52,110.91,2.14,13.07,,,14.26,43.46,1.14,281.07,232.74,984.25,,94,77,29,14,7,1,1,1,1,1,94
07-04-2020,23.8,92.8,1.87,8.2,5.88,28.75,16.61,0.39,88.17,0.93,4.64,,,13.62,46.31,1.89,301.41,223.31,982.33,,93,40,21,10,7,1,1,1,1,1,93
08-04-2020,25.76,76.06,1.93,8.8,6.26,25.15,12.08,0.31,89.12,0.81,5.35,,,13.54,42.58,1.86,301.21,227.64,982.9,,76,43,15,11,6,1,1,1,1,1,76
09-04-2020,27.28,69.27,1.83,10.24,6.94,24.82,15.16,0.37,97.82,1.03,5.79,,,13.22,44.15,1.49,292.19,231.38,983.45,,69,45,19,13,6,1,1,1,1,1,69
10-04-2020,31.39,100.89,2.06,17.29,10.89,27.44,17.83,0.52,88.76,1.81,13.21,,,14.09,41.77,1,264.76,224.1,984.29,,101,52,22,22,7,1,1,1,1,1,101
11-04-2020,34.43,110.2,1.99,15.3,9.76,29.9,29.12,0.55,112.38,2.29,15.48,,,14.8,41.4,0.99,227.98,220.92,985.13,,107,57,36,19,7,1,1,1,1,1,107
12-04-2020,32.8,85.9,1.68,7.34,5.28,28.79,14.81,0.4,100.71,1.18,5.09,,,14.6,41.95,1.8,290.99,233.99,983.09,,86,55,19,9,7,1,1,1,1,1,86
13-04-2020,30.61,132.86,1.9,12.98,8.46,30.49,24.71,0.56,89.62,1.97,9.41,,,15.19,41.01,1.6,277.81,225.32,981.06,,122,51,31,16,8,1,1,1,1,1,122
14-04-2020,38.01,115.64,1.7,11.54,7.53,30.87,19.52,0.44,99.5,1.46,9.67,,,24.06,40.27,0.7,160.51,179.4,981.38,,110,63,24,14,8,1,1,1,1,1,110
15-04-2020,37.75,193.88,2.08,16.08,10.25,29.42,16.87,0.57,78.58,2.41,9.52,,,32.65,37.01,1.06,213.93,209.51,981.02,,163,63,21,20,7,1,1,1,1,1,163
16-04-2020,26.31,184.31,2.09,17.91,11.24,32.77,23.49,0.55,84.53,2.26,12.97,,,32.48,36.04,1.57,284.3,209.43,979.85,,156,44,29,22,8,1,1,1,1,1,156
17-04-2020,21.67,79.72,1.78,7.52,5.46,30.65,14.31,0.32,104.57,0.82,3.68,,,32.23,38.42,1.47,209.65,200.98,979.39,,80,36,18,9,8,1,1,1,1,1,80
18-04-2020,22.34,94.77,1.74,6.73,5,32.22,10.68,0.32,98.25,0.9,2.8,,,31.85,42.82,1.39,96.33,266.6,981.32,,95,37,13,8,8,1,1,1,1,1,95
19-04-2020,24.61,61.39,1.84,16.38,10.22,33.06,11.66,0.47,90.4,1.11,8.26,,,31.56,39.73,1.01,244.29,78.08,980.2,,61,41,15,20,8,1,1,1,1,1,61
20-04-2020,22.86,80.72,2.18,14.43,9.38,32.97,13.68,0.45,66.81,1.56,10.21,,,30.37,47.24,1.05,180.4,123.55,981.65,,81,38,17,18,8,1,1,1,1,1,81
21-04-2020,28.34,70.77,1.82,10.38,7,30.69,12.51,0.43,98.78,1.25,5.09,,,30.82,47.27,1.1,253.48,224.71,981.95,,71,47,16,13,8,1,1,1,1,1,71
22-04-2020,31.73,99.15,2.22,20.85,12.9,29.98,13.91,0.52,91.48,1.59,12.67,,,31.41,41.59,0.95,253.03,245.95,980.57,,99,53,17,26,7,1,1,1,1,1,99
23-04-2020,20.5,103.72,1.78,10.44,7.01,31.35,17.2,0.52,93.65,1.94,10.44,,,31.52,41.01,1.06,193.92,171.38,979.68,,102,34,22,13,8,1,1,1,1,1,102
24-04-2020,36,119.66,1.76,11.91,7.77,34.46,19.93,0.61,114.25,2.49,5.62,,,31.67,44.55,1.09,132.64,221.6,978.19,,113,60,25,15,9,1,1,1,1,1,113
25-04-2020,20.05,76.07,1.54,5.8,4.35,28.81,11.13,0.4,116.48,0.85,3.21,,,31.97,41.05,1.13,152.84,187.58,978.42,,76,33,14,7,7,1,1,1,1,1,76
26-04-2020,28.48,111.38,1.89,9.2,6.43,34.44,13.62,0.56,78.73,1.89,3.38,,,29.62,60.91,1.55,120.34,86.85,981.13,,108,47,17,12,9,1,1,1,1,1,108
27-04-2020,24.96,44.75,1.91,5.39,4.42,36.4,8.97,0.46,98.26,1.2,2.08,,,30.16,60.43,1.9,104.42,242.07,984.02,,45,42,11,7,9,1,1,1,1,1,45
28-04-2020,31.9,65.32,1.79,8.41,5.94,35.75,8.66,0.55,102.75,1.28,3.87,,,30.99,54.74,1.17,105.82,203.44,983.94,,65,53,11,11,9,1,1,1,1,1,65
29-04-2020,41.7,106.76,1.74,7.88,5.61,37.41,12.64,0.6,119.36,1.78,6.87,,,31.92,51.03,1.11,163.08,217.85,981.3,,105,70,16,10,9,1,1,1,1,1,105
30-04-2020,44.94,113.52,1.76,7.67,5.52,37.09,13.9,0.57,115.51,1.78,3.69,,,32.22,48.89,1.05,145.44,223.5,980.61,,109,75,17,10,9,1,1,1,1,1,109
01-05-2020,45.38,126.62,1.74,8.28,5.81,38.56,12.28,0.6,112.85,1.65,7.05,,,32.29,51.43,1.22,134.62,226.37,978.86,,118,76,15,10,10,1,1,1,1,1,118
02-05-2020,29.56,101.72,1.72,3.44,3.17,37.77,11.4,0.5,111.22,1.07,1.83,,,31.82,53.23,2.2,108.78,222.17,978.7,,101,49,14,4,9,1,1,1,1,1,101
03-05-2020,30.54,71.26,1.85,5.77,4.58,36.01,10.43,0.57,78.61,1.16,2.71,,,30.72,61.72,1.65,133.4,143.09,979.86,,71,51,13,7,9,1,1,1,1,1,71
04-05-2020,21.6,45.62,2.17,10.85,7.55,35.86,8.6,0.53,95.56,1.04,5.66,,,30.87,57.4,0.88,159.57,251.16,981.2,,46,36,11,14,9,1,1,1,1,1,46
05-05-2020,38.9,93.84,2.2,15.57,10.08,35.15,16.78,0.6,105.57,2.08,13.26,,,32,48.72,1.04,241.83,245.82,979.79,,94,65,21,19,9,1,1,1,1,1,94
06-05-2020,44.04,155.06,1.99,16.17,10.22,32.9,13.12,0.51,103.79,1.79,10.45,,,31.61,46.01,1.19,150.87,163.83,979.24,,137,73,16,20,8,1,1,1,1,1,137
07-05-2020,22.47,80.88,1.7,9.98,6.7,28.34,13.49,0.39,127.49,1.14,10.66,,,31.77,43.26,1.23,152.2,263.29,979.82,,81,37,17,12,7,1,1,1,1,1,81
08-05-2020,36.9,130.84,1.77,7.77,5.58,32.45,12.99,0.52,133.86,1.43,10.94,,,32.55,45.8,1.22,178,247.52,978.14,,121,62,16,10,8,1,1,1,1,1,121
09-05-2020,48.4,124.28,1.73,7.19,5.23,39.54,14.93,0.59,136.25,1.81,4.34,,,32.93,46.58,1.43,126.35,218.79,978.73,,116,81,19,9,10,1,1,1,1,1,116
10-05-2020,33.88,105.97,1.83,7.67,5.58,38.3,11.44,0.43,101.64,1.27,3.24,,,30.79,54.85,1.75,117.49,118.37,980.09,,104,56,14,10,10,1,1,1,1,1,104
11-05-2020,37.33,83.38,1.98,9.17,6.49,37.5,8.67,0.48,113.4,1.45,4.36,,,30.97,56.36,1.41,112.58,190.3,980.97,,83,62,11,11,9,1,1,1,1,1,83
12-05-2020,36.02,84.92,1.83,8.73,6.14,39.51,13.46,0.48,118.83,1.32,5.97,,,31.94,50.46,1.13,82.89,205.47,980.41,,85,60,17,11,10,1,1,1,1,1,85
13-05-2020,42.36,132.95,1.83,9.69,6.64,44.57,18.59,0.58,113.16,1.5,8.59,,,31.61,53.43,1,205.37,127.18,979.4,,122,71,23,12,11,1,1,1,1,1,122
14-05-2020,36.87,105.44,2.46,10.41,7.54,37.89,14.09,0.45,100.79,1.02,6.89,,,32.06,48.91,1.1,178.3,220.28,978.53,,104,61,18,13,9,1,1,1,1,1,104
15-05-2020,31.59,97.98,2.19,12.35,8.36,32.21,12.95,0.45,110.09,0.94,7.33,,,32.62,41.18,1.97,310.46,245.54,978.05,,98,53,16,15,8,1,1,1,1,1,98
16-05-2020,36.23,132.33,2.07,17.21,10.84,32.29,18.62,0.59,122.63,1.3,9.58,,,32.86,38.38,1.94,296.34,258.46,977.01,,122,60,23,22,8,1,1,1,1,1,122
