Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),O Xylene (µg/m³),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),AT (°C),NH3 (µg/m³),Temp,To Date,Xylene (µg/m³)
07-01-2024 00:00,20.57,63.5,25.42,2.39,26.81,18.09,0.9,30.85,0.46,,1.16,0.83,,69.53,0.92,178.31,,,,28.94,6.75,,,
08-01-2024 00:00,25.53,67.02,24.44,2.67,26.11,18.27,0.96,30.93,0.46,,1.16,0.83,,73.07,0.92,237.51,,,,28.94,6.5,,,
09-01-2024 00:00,13.55,27.09,23.74,2.37,25.11,17.86,0.89,30.92,0.46,,1.16,0.83,,77.29,0.9,175.38,,,,28.94,6.2,,,
10-01-2024 00:00,34.71,73.0,16.85,2.44,18.29,17.51,0.91,30.99,0.46,,1.16,0.83,,68.07,0.9,232.22,,,,28.94,4.78,,,
11-01-2024 00:00,50.65,107.29,6.19,5.22,10.19,18.11,0.71,31.07,0.46,,1.16,0.83,,65.55,0.89,242.35,,,,28.94,7.0,,,
12-01-2024 00:00,44.37,81.18,8.62,7.54,15.16,16.95,0.58,31.03,0.46,,1.16,0.83,,66.15,0.91,246.59,,,,28.94,10.8,,,
13-01-2024 00:00,57.16,101.15,8.81,7.71,15.52,17.13,0.78,31.0,0.46,,1.16,0.83,,69.95,0.91,230.22,,,,28.94,10.95,,,
14-01-2024 00:00,58.69,100.15,8.88,7.72,15.6,17.18,0.75,31.0,0.46,,1.16,0.83,,71.98,0.9,210.18,,,,28.94,11.03,,,
15-01-2024 00:00,71.36,117.24,8.51,7.41,14.92,16.07,0.85,31.24,0.46,,1.16,0.83,,70.76,0.9,196.79,,,,28.94,10.71,,,
16-01-2024 00:00,64.22,108.86,8.79,7.69,15.48,16.55,0.81,31.1,0.46,,1.16,0.83,,72.33,0.91,229.71,,,,28.94,10.94,,,
17-01-2024 00:00,35.76,66.33,8.87,7.73,15.6,16.83,0.78,31.05,0.46,,1.16,0.83,,71.08,0.9,203.19,,,,28.94,10.9,,,
18-01-2024 00:00,36.34,72.46,8.65,7.57,15.21,16.43,0.77,31.08,0.46,,1.16,0.83,,70.18,0.89,201.43,,,,28.94,10.78,,,
19-01-2024 00:00,38.17,70.04,8.8,7.53,15.32,16.8,0.75,30.93,0.46,,1.16,0.83,,70.96,0.9,204.38,,,,28.94,10.93,,,
20-01-2024 00:00,38.18,68.3,8.64,7.46,15.1,15.87,0.78,31.01,0.46,,1.16,0.83,,69.65,0.9,199.53,,,,28.94,10.83,,,
21-01-2024 00:00,47.23,75.49,8.85,7.62,15.47,15.05,0.74,31.01,0.46,,1.16,0.83,,71.12,0.91,202.79,,,,28.94,10.93,,,
22-01-2024 00:00,40.68,67.84,8.69,7.52,15.21,14.68,0.76,31.03,0.46,,1.16,0.83,,70.23,0.9,190.48,,,,28.94,10.81,,,
23-01-2024 00:00,32.68,67.71,8.6,7.44,15.03,14.68,0.78,30.97,0.46,,1.16,0.83,,67.8,0.9,196.45,,,,28.94,10.81,,,
24-01-2024 00:00,30.93,62.04,8.76,7.52,15.28,15.1,0.78,30.92,0.46,,1.16,0.83,,69.12,0.9,201.2,,,,28.94,10.88,,,
25-01-2024 00:00,27.32,55.68,8.74,7.65,15.39,14.81,0.79,30.98,0.46,,1.16,0.83,,71.12,0.89,202.85,,,,28.94,10.81,,,
26-01-2024 00:00,31.05,60.56,8.96,7.78,15.74,15.63,0.76,30.96,0.46,,1.16,0.83,,70.07,0.91,209.92,,,,28.94,11.06,,,
27-01-2024 00:00,33.74,63.25,8.72,7.47,15.19,14.84,0.84,31.08,0.46,,1.16,0.83,,67.31,0.9,220.39,,,,28.94,10.92,,,
28-01-2024 00:00,40.03,73.29,9.02,7.76,15.78,15.67,0.83,31.05,0.46,,1.16,0.83,,66.97,0.92,244.79,,,,28.94,11.06,,,
29-01-2024 00:00,46.24,77.77,8.76,7.68,15.44,15.17,0.92,31.05,0.46,,1.16,0.83,,69.2,0.91,224.26,,,,28.94,10.91,,,
30-01-2024 00:00,53.08,87.07,8.88,7.71,15.58,15.4,0.99,31.11,0.46,,1.16,0.83,,69.74,0.9,206.57,,,,28.94,10.99,,,
31-01-2024 00:00,53.79,87.14,8.9,7.72,15.62,15.49,0.96,31.16,0.46,,1.16,0.83,,71.21,0.91,212.05,,,,28.94,11.06,,,
01-02-2024 00:00,46.52,77.87,8.74,7.55,15.29,15.11,0.85,31.08,0.46,,1.16,0.83,,69.81,0.9,207.07,,,,28.94,10.9,,,
02-02-2024 00:00,37.31,64.25,9.27,7.13,15.4,15.33,0.71,31.0,0.46,,1.16,0.83,,69.39,0.89,193.85,,,,28.94,11.0,,,
03-02-2024 00:00,33.38,43.54,9.52,6.64,15.16,15.41,0.84,31.09,0.46,,1.16,0.83,,68.03,0.89,183.33,,,,28.94,10.95,,,
04-02-2024 00:00,17.51,39.42,9.87,6.93,15.8,16.15,0.66,30.93,0.46,,1.16,0.83,,69.38,0.89,193.82,,,,28.94,11.22,,,
05-02-2024 00:00,39.26,63.08,9.68,6.5,15.18,15.59,0.79,31.17,0.46,,1.16,0.83,,71.54,0.9,222.04,,,,28.94,10.14,,,
06-02-2024 00:00,46.81,70.95,9.9,6.02,14.92,15.72,0.93,31.22,0.46,,1.16,0.83,,71.47,0.89,226.04,,,,28.94,7.95,,,
07-02-2024 00:00,46.71,82.21,9.93,5.99,14.91,15.67,1.0,31.21,0.46,,1.16,0.83,,72.35,0.89,219.79,,,,28.94,7.97,,,
08-02-2024 00:00,46.77,72.06,9.93,6.07,15.0,15.89,0.94,31.29,0.46,,1.16,0.83,,72.79,0.89,211.51,,,,28.94,7.98,,,
09-02-2024 00:00,44.94,72.86,10.12,6.01,15.13,16.05,0.99,31.2,0.46,,1.16,0.83,,73.92,0.89,220.95,,,,28.94,8.11,,,
10-02-2024 00:00,38.95,66.37,10.0,6.03,15.03,15.66,0.92,31.23,0.46,,1.16,0.83,,75.61,0.9,216.27,,,,28.94,8.01,,,
11-02-2024 00:00,39.01,57.86,7.53,5.33,12.26,17.75,0.88,31.11,0.46,,1.16,0.83,,78.32,0.9,216.1,,,,28.94,6.9,,,
12-02-2024 00:00,35.65,51.28,5.41,4.33,9.11,16.35,0.93,31.1,0.46,,1.16,0.83,,67.64,0.9,234.4,,,,28.94,5.01,,,
13-02-2024 00:00,31.9,71.63,9.88,5.13,14.02,16.22,1.01,31.11,0.46,,1.16,0.83,,68.64,0.9,234.14,,,,28.94,6.98,,,
14-02-2024 00:00,36.19,91.92,10.11,5.3,14.41,16.45,0.99,31.2,0.46,,1.16,0.83,,70.07,0.89,221.01,,,,28.94,6.82,,,
15-02-2024 00:00,42.67,118.14,9.9,5.14,14.03,14.6,0.89,31.16,0.46,,1.16,0.83,,70.19,0.89,228.49,,,,28.94,6.94,,,
16-02-2024 00:00,45.93,101.88,9.83,5.07,13.9,19.38,0.82,31.16,0.46,,1.16,0.83,,69.16,0.89,217.66,,,,28.94,6.91,,,
17-02-2024 00:00,52.48,108.09,9.8,5.07,13.87,16.47,0.85,31.16,0.46,,1.16,0.83,,69.66,0.89,229.25,,,,28.94,6.89,,,
18-02-2024 00:00,52.66,103.84,10.03,5.2,14.23,16.96,0.79,31.07,0.46,,1.16,0.83,,70.76,0.89,217.57,,,,28.94,7.02,,,
19-02-2024 00:00,43.95,91.1,9.66,4.97,13.63,16.33,0.76,31.06,0.46,,1.16,0.83,,70.99,0.89,214.88,,,,28.94,6.76,,,
20-02-2024 00:00,44.01,96.74,9.63,4.94,13.57,16.51,0.78,31.01,0.46,,1.16,0.83,,72.52,0.88,209.59,,,,28.94,6.83,,,
21-02-2024 00:00,29.45,68.8,9.58,4.94,13.52,16.04,0.7,30.89,0.46,,1.16,0.83,,69.67,0.88,213.56,,,,28.94,6.75,,,
22-02-2024 00:00,24.61,64.03,9.59,4.98,13.57,16.26,0.7,30.99,0.46,,1.16,0.83,,69.39,0.88,197.49,,,,28.94,6.81,,,
23-02-2024 00:00,23.1,73.5,9.51,4.84,13.35,15.72,0.67,31.0,0.46,,1.16,0.83,,78.36,0.88,203.34,,,,28.94,6.74,,,
24-02-2024 00:00,24.98,86.87,9.46,4.95,13.42,15.93,0.71,31.0,0.46,,1.16,0.83,,69.95,0.88,196.11,,,,28.94,6.69,,,
25-02-2024 00:00,29.48,78.26,9.71,4.91,13.62,16.63,0.67,30.94,0.46,,1.16,0.83,,69.49,0.88,195.63,,,,28.94,6.85,,,
26-02-2024 00:00,38.92,86.9,9.47,4.84,13.31,16.13,0.75,31.15,0.46,,1.16,0.83,,69.9,0.87,197.42,,,,28.94,6.69,,,
27-02-2024 00:00,33.2,86.9,9.32,4.89,13.21,15.91,0.81,31.05,0.46,,1.16,0.83,,69.08,0.87,209.47,,,,28.94,6.57,,,
28-02-2024 00:00,38.7,104.63,9.33,4.86,13.19,16.4,0.81,31.09,0.46,,1.16,0.83,,70.72,0.9,213.38,,,,28.94,6.59,,,
29-02-2024 00:00,38.31,102.5,9.39,4.84,13.22,16.09,0.8,31.01,0.46,,1.16,0.83,,72.76,0.86,174.7,,,,28.94,6.63,,,
01-03-2024 00:00,36.61,94.8,9.43,4.87,13.3,16.25,0.78,31.11,0.46,,1.16,0.83,,72.42,0.88,211.57,,,,28.94,6.66,,,
02-03-2024 00:00,42.95,102.19,9.22,4.81,13.03,16.11,0.83,31.08,0.46,,1.16,0.83,,71.99,0.84,207.93,,,,28.94,6.51,,,
03-03-2024 00:00,33.12,89.87,9.13,4.74,12.86,16.3,0.74,31.18,0.46,,1.16,0.83,,71.26,0.88,188.04,,,,28.94,6.42,,,
04-03-2024 00:00,22.05,75.21,9.03,4.67,12.7,18.02,0.72,30.98,0.46,,1.16,0.83,,72.05,0.87,195.6,,,,28.94,6.42,,,
05-03-2024 00:00,20.79,71.73,9.26,4.8,13.07,16.35,0.74,31.13,0.46,,1.16,0.83,,72.56,0.88,203.6,,,,28.94,6.56,,,
06-03-2024 00:00,25.12,73.22,9.12,4.74,12.86,16.62,0.8,30.97,0.46,,1.16,0.83,,69.8,0.87,210.09,,,,28.94,6.49,,,
07-03-2024 00:00,25.5,69.28,9.02,4.68,12.7,16.6,0.77,30.95,0.46,,1.16,0.83,,70.32,0.85,202.43,,,,28.94,6.4,,,
08-03-2024 00:00,34.98,83.4,9.2,4.8,13.0,17.13,0.8,30.93,0.46,,1.16,0.83,,71.72,0.88,183.11,,,,28.94,6.54,,,
09-03-2024 00:00,39.67,98.39,9.21,4.79,12.99,16.99,0.86,31.06,0.46,,1.16,0.83,,73.28,0.84,193.74,,,,28.94,6.5,,,
10-03-2024 00:00,39.84,96.07,9.3,4.81,13.11,17.33,0.84,30.89,0.46,,1.16,0.83,,73.25,0.88,192.37,,,,28.94,6.56,,,
11-03-2024 00:00,37.16,95.11,9.14,4.74,12.88,16.85,0.87,31.02,0.46,,1.16,0.83,,71.87,0.86,177.76,,,,28.94,6.44,,,
12-03-2024 00:00,32.5,87.01,9.18,4.72,12.9,16.95,0.85,31.02,0.46,,1.16,0.83,,71.7,0.87,200.2,,,,28.94,6.46,,,
13-03-2024 00:00,37.39,94.09,9.2,4.81,13.01,17.25,0.86,31.01,0.46,,1.16,0.83,,72.65,0.88,190.11,,,,28.94,6.53,,,
14-03-2024 00:00,37.32,95.24,9.07,4.75,12.81,16.98,0.86,31.09,0.46,,1.16,0.83,,71.78,0.87,211.9,,,,28.94,6.45,,,
15-03-2024 00:00,28.16,78.79,8.95,4.62,12.57,16.86,0.8,30.94,0.46,,1.16,0.83,,70.77,0.87,204.79,,,,28.94,6.3,,,
16-03-2024 00:00,33.9,87.27,8.99,4.64,12.62,16.8,0.82,31.0,0.46,,1.16,0.83,,69.59,0.88,194.83,,,,28.94,6.37,,,
17-03-2024 00:00,33.61,79.8,9.1,4.75,12.86,17.18,0.76,30.99,0.46,,1.16,0.83,,70.82,0.88,180.26,,,,28.94,6.42,,,
18-03-2024 00:00,33.91,71.69,8.93,4.61,12.55,16.91,0.84,30.99,0.46,,1.16,0.83,,70.91,0.89,203.34,,,,28.94,6.36,,,
19-03-2024 00:00,34.0,50.63,8.98,4.69,12.67,17.01,0.88,30.97,0.46,,1.16,0.83,,70.47,0.88,202.99,,,,28.94,6.35,,,
20-03-2024 00:00,44.79,60.59,9.11,4.71,12.81,17.36,0.96,31.13,0.46,,1.16,0.83,,73.5,0.88,185.14,,,,28.94,6.41,,,
21-03-2024 00:00,47.34,61.09,9.13,4.74,12.87,17.43,0.95,31.08,0.46,,1.16,0.83,,75.75,0.83,182.47,,,,28.94,6.48,,,
22-03-2024 00:00,40.05,54.01,9.16,4.81,12.97,17.51,0.89,31.03,0.46,,1.16,0.83,,74.99,0.84,182.34,,,,28.94,6.49,,,
23-03-2024 00:00,41.0,54.55,9.12,4.73,12.84,17.77,0.92,30.95,0.46,,1.16,0.83,,74.31,0.87,187.89,,,,28.94,6.45,,,
24-03-2024 00:00,43.2,54.52,9.14,4.72,12.86,18.18,0.9,30.91,0.46,,1.16,0.83,,73.5,0.9,195.94,,,,28.94,6.5,,,
25-03-2024 00:00,42.82,57.73,9.11,4.71,12.82,17.89,0.93,30.93,0.46,,1.16,0.83,,73.34,0.9,218.16,,,,28.94,6.49,,,
26-03-2024 00:00,38.02,58.18,9.05,4.73,12.78,17.74,0.91,31.09,0.46,,1.16,0.83,,75.38,0.89,211.69,,,,28.94,6.42,,,
27-03-2024 00:00,29.41,49.26,9.03,4.63,12.67,17.73,0.88,31.12,0.46,,1.16,0.83,,74.74,0.88,182.0,,,,28.94,6.4,,,
28-03-2024 00:00,31.57,44.33,9.06,4.67,12.73,18.15,0.9,31.18,0.46,,1.16,0.83,,73.48,0.88,206.64,,,,28.94,6.41,,,
29-03-2024 00:00,28.35,33.43,9.12,4.75,12.87,18.37,0.89,30.99,0.46,,1.16,0.83,,71.36,0.92,204.99,,,,28.94,6.44,,,
30-03-2024 00:00,21.89,31.76,9.1,4.72,12.82,18.36,0.86,31.28,0.46,,1.16,0.83,,71.51,0.92,211.7,,,,28.94,6.43,,,
31-03-2024 00:00,26.75,33.17,9.06,4.72,12.79,18.93,0.82,31.11,0.46,,1.16,0.83,,71.64,0.91,179.32,,,,28.94,6.42,,,
01-04-2024 00:00,25.91,34.18,9.0,4.71,12.71,19.23,0.86,31.3,0.46,,1.16,0.83,,72.06,0.87,189.38,,,,28.94,6.39,,,
02-04-2024 00:00,22.01,72.77,8.82,4.6,12.42,22.08,0.9,31.34,0.46,,1.16,0.83,,70.56,0.86,148.79,,,,28.94,6.3,,,
03-04-2024 00:00,32.82,106.25,9.69,5.12,13.78,21.18,0.9,31.37,0.46,,1.16,0.83,,73.4,0.87,215.88,,,,28.94,7.03,,,
04-04-2024 00:00,41.13,176.58,8.97,4.63,12.6,19.84,0.91,31.38,0.46,,1.16,0.83,,72.26,0.84,195.96,,,,28.94,6.4,,,
05-04-2024 00:00,32.06,127.43,9.19,4.8,13.14,21.39,0.93,31.96,0.46,,1.16,0.83,,72.19,0.87,209.02,,,,28.94,6.31,,,
06-04-2024 00:00,30.28,112.78,8.71,4.65,12.35,21.6,0.9,31.56,0.46,,1.16,0.83,,73.61,0.84,154.56,,,,28.94,6.16,,,
07-04-2024 00:00,37.75,120.58,9.01,4.71,12.72,21.46,0.9,30.99,0.46,,1.16,0.83,,75.18,0.88,171.5,,,,28.94,6.4,,,
08-04-2024 00:00,35.49,106.21,9.0,4.64,12.64,21.53,0.94,31.3,0.46,,1.16,0.83,,76.19,0.88,196.02,,,,28.94,6.36,,,
09-04-2024 00:00,33.28,95.86,9.09,4.71,12.8,21.76,0.87,31.7,0.46,,1.16,0.83,,76.34,0.89,191.85,,,,28.94,6.44,,,
10-04-2024 00:00,32.66,102.29,9.05,4.68,12.72,11.37,0.91,31.47,0.46,,1.16,0.83,,75.9,0.86,190.65,,,,28.94,6.42,,,
11-04-2024 00:00,35.23,119.95,9.09,4.77,12.86,4.61,0.99,31.24,0.46,,1.16,0.83,,77.98,0.89,194.11,,,,28.94,6.38,,,
12-04-2024 00:00,29.56,113.63,9.45,5.04,13.49,9.78,1.0,31.4,0.46,,1.16,0.83,,78.29,0.86,200.08,,,,28.94,6.71,,,
13-04-2024 00:00,22.03,57.15,8.86,4.62,12.48,11.25,0.96,31.25,0.46,,1.16,0.83,,76.25,0.86,205.63,,,,28.94,6.27,,,
14-04-2024 00:00,24.25,53.85,9.04,4.73,12.77,10.89,0.94,30.95,0.46,,1.16,0.83,,73.31,0.91,215.29,,,,28.94,6.47,,,
15-04-2024 00:00,21.92,62.93,9.12,4.91,13.03,11.5,0.96,31.66,0.46,,1.16,0.83,,74.48,0.86,189.99,,,,28.94,6.62,,,
16-04-2024 00:00,23.44,71.06,8.94,4.65,12.58,11.46,0.96,31.48,0.46,,1.16,0.83,,71.19,0.83,187.31,,,,28.94,6.31,,,
17-04-2024 00:00,24.9,63.39,8.92,4.59,12.5,11.39,1.02,30.96,0.46,,1.16,0.83,,71.59,0.87,206.43,,,,28.94,6.31,,,
18-04-2024 00:00,29.93,79.85,9.58,4.95,13.52,12.36,1.01,31.18,0.46,,1.16,0.83,,71.58,0.85,187.42,,,,28.94,6.28,,,
19-04-2024 00:00,38.54,88.35,8.94,4.64,12.59,11.81,1.03,31.18,0.46,,1.16,0.83,,71.39,0.85,187.88,,,,28.94,6.33,,,
20-04-2024 00:00,33.0,89.79,9.27,4.75,13.02,12.17,1.04,31.0,0.46,,1.16,0.83,,73.39,0.86,221.92,,,,28.94,6.54,,,
21-04-2024 00:00,29.75,66.57,9.41,4.86,13.27,14.63,0.83,30.73,0.46,,1.16,0.83,,72.74,0.88,191.4,,,,28.94,6.63,,,
22-04-2024 00:00,29.22,89.74,9.24,4.77,13.01,13.73,0.74,30.73,0.46,,1.16,0.83,,72.17,0.85,202.99,,,,28.94,6.54,,,
23-04-2024 00:00,25.97,81.46,9.32,4.84,13.16,14.1,0.67,30.59,0.46,,1.16,0.83,,73.1,0.89,191.76,,,,28.94,6.62,,,
24-04-2024 00:00,23.74,71.21,9.08,4.7,12.77,15.15,0.71,30.85,0.46,,1.16,0.83,,73.85,0.85,185.05,,,,28.94,6.41,,,
25-04-2024 00:00,27.65,81.76,9.12,4.74,12.86,13.32,0.73,30.92,0.46,,1.16,0.83,,77.94,0.88,196.3,,,,28.94,6.45,,,
26-04-2024 00:00,28.66,79.69,9.1,4.63,12.72,13.31,0.71,30.72,0.46,,1.16,0.83,,80.3,0.91,206.63,,,,28.94,6.47,,,
27-04-2024 00:00,26.02,70.94,10.31,4.88,14.19,14.97,0.71,31.12,0.46,,1.16,0.83,,80.13,0.87,208.87,,,,28.94,6.71,,,
28-04-2024 00:00,25.8,67.32,8.93,4.65,12.58,14.74,0.7,30.63,0.46,,1.16,0.83,,71.03,0.86,159.39,,,,28.94,6.39,,,
29-04-2024 00:00,29.71,76.76,8.97,4.67,12.63,12.31,0.74,31.04,0.46,,1.16,0.83,,71.55,0.85,183.62,,,,28.94,6.34,,,
30-04-2024 00:00,37.81,86.64,9.12,4.7,12.82,13.64,0.73,31.4,0.46,,1.16,0.83,,72.6,0.86,181.87,,,,28.94,6.29,,,
01-05-2024 00:00,32.31,68.15,8.9,4.65,12.56,13.12,0.69,30.81,0.46,,1.16,0.83,,70.97,0.88,172.95,,,,28.94,6.32,,,
02-05-2024 00:00,32.29,74.73,8.95,4.61,12.56,13.28,0.73,30.86,0.46,,1.16,0.83,,71.59,0.89,213.09,,,,28.94,6.35,,,
03-05-2024 00:00,24.84,68.68,8.96,4.62,12.58,13.19,0.77,30.78,0.46,,1.16,0.83,,69.82,0.83,210.85,,,,28.94,6.36,,,
04-05-2024 00:00,24.8,59.85,8.88,4.64,12.52,12.98,0.75,30.77,0.46,,1.16,0.83,,70.08,0.84,206.47,,,,28.94,6.28,,,
05-05-2024 00:00,23.0,30.29,9.01,4.69,12.7,13.08,0.74,,0.46,,1.16,0.83,,70.34,0.89,205.45,,,,28.94,6.4,,,
06-05-2024 00:00,22.15,41.2,8.9,4.64,12.54,13.23,0.78,31.67,0.46,,1.16,0.83,,70.03,0.84,192.56,,,,28.94,6.31,,,
07-05-2024 00:00,14.74,46.89,8.88,4.63,12.52,13.23,0.75,32.01,0.46,,1.16,0.83,,70.75,0.84,182.81,,,,28.94,6.28,,,
08-05-2024 00:00,14.52,49.26,8.83,4.63,12.47,13.47,0.76,32.07,0.46,,1.16,0.83,,69.05,0.85,190.07,,,,28.94,6.28,,,
09-05-2024 00:00,15.63,49.0,8.94,4.61,12.55,14.21,0.79,32.0,0.46,,1.16,0.83,,69.33,0.84,206.53,,,,28.94,6.29,,,
10-05-2024 00:00,16.62,49.78,8.95,4.62,12.57,13.77,0.77,31.89,0.46,,1.16,0.83,,70.06,0.9,192.15,,,,28.94,6.31,,,
11-05-2024 00:00,13.68,47.14,8.97,4.68,12.65,13.85,0.8,31.98,0.46,,1.16,0.83,,69.32,0.84,188.34,,,,28.94,6.43,,,
12-05-2024 00:00,17.04,45.61,8.94,4.65,12.59,13.76,0.82,31.94,0.46,,1.16,0.83,,69.89,0.92,237.21,,,,28.94,6.32,,,
13-05-2024 00:00,12.73,44.93,8.9,4.64,12.54,14.48,0.89,32.13,0.46,,1.16,0.83,,72.41,0.83,208.91,,,,28.94,6.31,,,
14-05-2024 00:00,18.59,48.87,8.85,4.61,12.45,10.12,0.91,32.08,0.46,,1.16,0.83,,78.15,0.84,177.65,,,,28.94,6.27,,,
15-05-2024 00:00,18.74,54.08,8.92,4.67,12.58,7.98,0.89,32.17,0.46,,1.16,0.83,,87.68,0.87,200.03,,,,28.94,6.29,,,
16-05-2024 00:00,20.15,55.62,8.9,4.6,12.5,7.66,0.93,32.07,0.46,,1.16,0.83,,87.12,0.89,200.8,,,,28.94,6.31,,,
17-05-2024 00:00,14.54,51.84,8.87,4.65,12.52,7.55,0.87,32.01,0.46,,1.16,0.83,,88.64,0.89,194.01,,,,28.94,6.31,,,
18-05-2024 00:00,16.19,52.6,8.89,4.64,12.52,7.46,0.88,32.09,0.46,,1.16,0.83,,90.0,0.88,199.97,,,,28.94,6.31,,,
19-05-2024 00:00,11.46,50.35,8.96,4.67,12.63,7.67,0.82,31.75,0.46,,1.16,0.83,,90.71,0.91,207.36,,,,28.94,6.33,,,
20-05-2024 00:00,7.73,47.43,9.01,4.71,12.73,7.42,0.81,31.9,0.46,,1.16,0.83,,92.97,0.87,175.1,,,,28.94,6.42,,,
21-05-2024 00:00,20.52,63.09,9.02,4.59,12.61,22.88,0.81,32.06,0.46,,1.16,0.83,,75.08,0.86,198.93,,,,28.94,6.47,,,
22-05-2024 00:00,19.63,64.13,9.06,4.66,12.72,20.4,0.8,31.86,0.46,,1.16,0.83,,76.86,0.89,229.4,,,,28.94,6.41,,,
23-05-2024 00:00,17.3,64.9,9.06,4.63,12.69,21.32,0.75,31.81,0.46,,1.16,0.83,,76.98,0.88,182.43,,,,28.94,6.42,,,
24-05-2024 00:00,16.19,69.79,9.02,4.66,12.68,20.46,0.78,31.81,0.46,,1.16,0.83,,76.64,0.86,186.07,,,,28.94,6.37,,,
25-05-2024 00:00,24.4,68.44,9.29,4.73,13.02,20.53,0.82,31.98,0.46,,1.16,0.83,,78.3,0.9,240.48,,,,28.94,6.56,,,
26-05-2024 00:00,30.68,97.52,9.48,4.91,13.39,20.63,0.8,31.33,0.46,,1.16,0.83,,76.09,0.91,225.99,,,,28.94,6.59,,,
27-05-2024 00:00,22.25,86.15,9.2,4.68,12.88,19.78,0.8,31.93,0.46,,1.16,0.83,,71.79,0.83,205.16,,,,28.94,6.46,,,
28-05-2024 00:00,19.0,65.2,9.12,4.66,12.78,20.11,0.76,31.43,0.46,,1.16,0.83,,75.61,0.88,211.04,,,,28.94,6.44,,,
29-05-2024 00:00,13.56,36.17,8.75,4.49,12.24,18.66,0.81,32.24,0.46,,1.16,0.83,,78.16,0.82,136.72,,,,28.94,6.18,,,
01-01-2024 00:00,50.41,99.24,2.48,8.86,11.33,7.32,1.02,8.33,0.11,,0.65,0.79,,85.59,4.76,191.34,1266.29,1009.06,,30.5,3.91,,,
02-01-2024 00:00,58.29,126.34,2.76,11.06,13.82,7.41,0.74,8.72,0.1,,0.76,1.16,,87.94,3.72,199.36,1266.29,1008.57,,30.94,4.18,,,
03-01-2024 00:00,53.6,123.45,2.12,12.97,15.09,6.55,0.27,8.77,0.15,,0.81,1.08,,90.46,2.74,212.69,1266.29,1007.94,,30.43,4.53,,,
04-01-2024 00:00,45.16,107.65,2.19,10.0,12.2,6.28,0.73,8.7,0.06,,0.66,0.78,,85.37,5.14,187.17,1266.29,1008.22,,30.35,4.28,,,
05-01-2024 00:00,51.14,125.8,3.25,13.19,16.44,5.83,0.45,8.59,0.11,,0.78,1.25,,87.22,4.52,191.78,1266.29,1008.44,,30.04,4.56,,,
06-01-2024 00:00,50.11,106.61,2.12,9.07,11.19,5.91,0.99,8.67,0.1,,0.9,0.99,,85.38,4.05,190.23,1266.29,1008.35,,30.11,3.91,,,
07-01-2024 00:00,52.53,112.68,2.63,10.22,12.86,6.31,0.5,8.64,0.15,,0.73,0.91,,85.97,5.01,201.66,1266.29,1008.25,,30.7,4.34,,,
08-01-2024 00:00,41.59,88.28,1.88,10.13,12.01,6.48,0.43,8.49,0.13,,0.73,1.08,,79.93,2.88,207.61,1266.29,1008.48,,31.45,4.7,,,
09-01-2024 00:00,47.47,96.66,2.62,12.7,15.32,6.52,1.44,8.65,0.14,,0.72,0.93,,87.45,7.53,188.07,1266.29,1008.74,,30.93,5.0,,,
10-01-2024 00:00,35.18,76.39,2.91,15.81,18.72,7.04,1.3,8.75,0.06,,0.59,0.78,,84.99,5.25,195.42,1266.29,1009.06,,30.89,5.62,,,
11-01-2024 00:00,43.68,85.44,2.5,8.71,11.21,6.98,0.56,8.78,0.12,,0.78,0.88,,84.51,5.69,195.54,1266.29,1009.25,,31.01,5.53,,,
12-01-2024 00:00,42.26,92.3,3.77,9.58,13.35,7.01,0.75,8.65,0.1,,0.91,0.89,,80.7,4.27,210.32,1266.29,1008.48,,30.85,5.19,,,
13-01-2024 00:00,41.52,91.47,3.35,12.48,15.83,6.76,0.63,8.64,0.12,,0.77,1.1,,85.01,3.94,193.62,1266.29,1009.51,,31.1,5.17,,,
14-01-2024 00:00,26.47,58.78,2.79,9.33,12.12,6.44,0.48,8.62,0.12,,0.69,0.94,,77.76,5.04,187.75,1266.29,1009.97,,31.05,5.72,,,
15-01-2024 00:00,17.6,38.19,1.63,8.37,10.0,5.8,0.55,8.64,0.09,,0.87,1.23,,76.66,2.62,193.14,1266.29,1009.91,,30.5,5.19,,,
16-01-2024 00:00,27.23,57.91,1.35,10.58,11.94,5.64,0.24,8.21,0.11,,0.7,0.95,,81.1,1.6,177.86,1266.29,1007.89,,30.04,5.22,,,
17-01-2024 00:00,32.75,65.3,1.73,8.78,10.52,5.73,0.16,8.31,0.11,,1.04,1.2,,83.45,1.58,207.61,1266.29,1007.12,,30.1,6.0,,,
18-01-2024 00:00,33.85,68.05,1.97,9.31,11.28,5.71,0.15,8.4,0.1,,0.79,0.92,,82.41,1.58,203.53,1266.29,1008.61,,29.65,6.47,,,
19-01-2024 00:00,45.87,88.35,1.94,12.04,13.98,5.66,0.64,8.25,0.12,,0.84,0.93,,84.49,3.02,187.3,1266.29,1008.38,,29.82,6.49,,,
