Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),From Date,PM2.5,PM10,NO,NO2,NOx,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,O-Xylene,RH,WS,WD,SR,BP,VWS,AT,NH3,Temp,To Date,Xylene
2022-11-04 00:00:00,71.69,257.23,121.68,132.55,157.83,,64.46,1.37,8.54,51.25,125.12,34.93,,6.45,17.51,26.32,51.94,1.49,156.16,,0.0,277.89,800.0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05 00:00:00,70.9,201.77,56.16,115.9,98.42,,77.74,0.81,8.21,12.33,28.38,9.97,,1.92,4.37,26.5,49.66,1.15,107.16,,0.0,275.38,800.0,1.14,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-06 00:00:00,90.44,290.31,109.79,113.86,137.47,,81.67,1.06,7.77,4.34,2.23,4.14,,0.82,1.21,26.08,51.89,0.66,127.26,,0.0,271.28,800.0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-07 00:00:00,100.56,306.56,100.56,167.64,156.82,,111.23,1.33,30.61,1.91,1.04,1.14,,0.28,0.29,26.67,46.81,0.88,120.46,,0.0,263.87,800.0,1.07,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-08 00:00:00,139.59,279.85,73.73,131.0,118.93,,98.66,2.04,58.41,6.64,19.84,7.99,,1.05,2.22,30.59,53.6,1.54,153.8,,0.0,274.54,800.0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-09 00:00:00,66.06,130.19,22.7,116.01,73.53,,77.17,1.28,23.66,5.07,4.54,2.77,,,,28.81,58.18,1.08,80.63,,0.0,258.62,800.0,1.11,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-10 00:00:00,35.26,86.27,16.74,91.83,57.29,,43.06,1.81,30.79,13.53,16.94,3.59,,0.26,1.58,28.8,58.19,2.33,67.0,,0.0,264.28,800.0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-11 00:00:00,37.31,100.11,27.1,97.8,67.93,,11.04,0.91,27.22,24.86,32.98,8.27,,1.01,3.9,28.47,58.69,1.17,68.31,,0.0,265.39,800.0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12 00:00:00,38.75,91.04,19.72,89.49,58.37,,37.28,0.1,29.53,22.89,32.93,8.51,,1.38,3.67,27.98,54.94,0.84,80.98,,0.0,265.96,800.0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-13 00:00:00,38.5,88.55,13.73,87.34,52.85,,7.25,0.0,23.31,19.06,22.99,3.49,,0.86,1.79,25.48,52.16,0.87,87.46,,0.0,270.54,800.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-14 00:00:00,54.15,125.86,28.95,107.61,74.1,,35.46,0.11,10.91,10.12,23.76,1.41,,0.52,0.64,26.96,57.35,0.68,94.97,,0.0,274.67,800.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-15 00:00:00,62.38,141.68,10.52,87.35,50.46,,11.92,0.22,9.17,11.51,30.01,2.46,,1.08,1.2,26.04,61.54,1.99,73.4,,0.0,279.21,800.0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-16 00:00:00,51.74,96.94,9.48,65.17,38.87,,20.4,0.25,13.81,6.53,15.96,1.23,,0.55,0.72,27.86,58.22,2.71,57.85,,0.0,275.34,800.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-17 00:00:00,38.08,85.98,22.17,67.2,49.33,,32.56,0.16,17.24,6.95,16.95,1.38,,0.51,0.64,26.78,49.82,1.23,83.72,,0.0,284.57,800.0,1.07,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-18 00:00:00,27.15,68.88,13.67,66.15,42.47,,40.52,0.16,15.39,8.01,20.39,3.25,,0.93,1.31,26.02,46.18,0.98,84.97,,0.0,290.3,800.0,1.05,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-19 00:00:00,36.87,97.94,32.1,81.91,63.92,,20.81,0.16,17.16,7.07,17.65,1.63,,0.48,0.61,25.54,48.91,1.03,67.09,,0.0,283.81,800.0,1.07,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-20 00:00:00,34.88,96.48,26.95,81.0,59.62,,22.71,0.16,15.1,10.16,23.8,2.18,,0.62,1.09,26.09,54.65,0.85,87.26,,0.0,275.03,800.0,1.06,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-21 00:00:00,43.82,101.67,39.67,87.22,72.15,,19.12,0.16,46.11,8.91,18.68,1.43,,0.5,0.8,25.3,57.65,0.95,77.97,,0.0,268.67,800.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-22 00:00:00,52.67,124.44,59.02,97.55,91.63,,38.86,0.16,66.16,15.59,26.85,2.62,,0.94,1.25,25.62,56.78,0.99,82.28,,0.0,264.63,800.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-23 00:00:00,40.23,113.53,44.59,85.35,74.91,,38.69,0.16,87.26,20.19,24.89,2.92,,0.82,1.46,25.45,57.51,0.68,95.44,,0.0,263.65,800.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-24 00:00:00,38.11,105.9,28.69,79.42,60.15,,26.34,0.77,51.36,10.86,20.37,2.38,,0.86,1.0,25.21,53.52,0.81,71.06,,0.0,267.4,800.0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-25 00:00:00,25.53,80.94,17.51,71.72,48.05,,18.89,0.4,10.81,7.26,14.83,1.42,,0.36,0.69,24.73,49.07,0.81,69.66,,0.0,271.67,800.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-26 00:00:00,27.13,79.05,25.61,71.17,53.83,,25.31,0.44,10.81,5.81,11.61,0.76,,0.22,0.47,24.78,51.81,1.1,63.92,,0.0,274.5,800.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-27 00:00:00,32.44,90.16,27.12,89.79,64.04,,41.47,0.26,10.67,7.92,14.08,1.26,,0.3,0.7,24.88,54.78,1.32,73.98,,0.0,280.26,800.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-28 00:00:00,34.48,102.54,26.87,96.73,67.24,,26.03,0.26,10.73,8.56,18.02,1.4,,0.36,0.72,25.09,58.53,1.12,66.7,,0.0,279.86,800.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-29 00:00:00,27.98,81.83,13.37,78.88,48.46,,21.66,0.16,13.8,7.39,17.35,1.49,,0.29,0.74,25.26,58.87,0.76,72.08,,0.0,284.04,800.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-30 00:00:00,34.97,87.19,9.9,54.55,34.0,,11.06,0.34,10.95,3.92,9.96,0.37,,0.15,0.37,25.15,54.18,1.09,83.33,,0.0,285.17,800.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-01 00:00:00,39.48,86.36,8.86,56.38,34.11,,15.4,0.66,8.92,0.87,2.33,0.18,,0.4,0.04,24.45,59.73,1.03,91.16,,0.0,282.35,800.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-02 00:00:00,37.05,90.58,12.49,73.7,45.27,,19.98,1.87,9.18,3.43,11.34,0.39,,0.52,0.22,24.42,60.91,1.35,69.3,,0.0,280.1,800.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-03 00:00:00,37.25,101.18,13.64,82.17,50.26,,20.85,1.54,22.13,5.07,19.17,1.22,,0.43,0.43,24.48,62.4,1.9,49.02,,0.0,274.67,800.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-04 00:00:00,35.18,106.65,9.19,74.06,42.99,,17.8,1.22,34.97,5.86,21.34,0.53,,0.02,0.53,24.22,64.58,2.22,40.53,,0.0,272.23,800.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-05 00:00:00,37.76,93.85,7.64,59.57,34.76,,13.54,0.96,34.48,4.3,17.48,0.24,,,0.35,24.61,72.04,2.53,35.46,,0.0,264.57,800.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-06 00:00:00,32.96,92.41,8.63,58.99,35.22,,6.64,0.75,32.41,3.62,18.3,0.19,,,0.28,24.86,73.7,2.08,42.83,,0.0,251.99,800.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-07 00:00:00,35.18,81.39,9.41,57.5,35.08,,10.98,0.91,31.94,2.5,17.09,0.04,,,0.26,24.64,66.11,0.94,83.0,,0.0,247.53,800.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-08 00:00:00,38.25,94.41,18.33,64.93,45.0,,11.87,0.77,36.97,1.74,21.82,0.05,,,0.22,23.44,52.5,0.86,77.11,,0.0,263.69,800.0,1.01,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-09 00:00:00,41.37,81.93,17.73,84.46,54.43,,15.25,0.7,36.33,1.96,22.6,0.14,,,0.37,23.47,52.24,1.03,82.08,,0.0,264.15,800.0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-10 00:00:00,61.99,105.47,15.46,133.35,76.59,,18.82,1.54,39.68,0.0,0.0,0.0,,,,23.63,58.15,1.03,78.03,,0.0,274.4,800.0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-11 00:00:00,76.63,118.77,21.48,113.7,71.4,,11.88,1.97,38.84,0.3,0.99,0.18,,0.07,0.14,24.28,66.6,1.03,75.71,,0.0,274.19,800.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-12 00:00:00,47.78,107.65,10.38,102.31,57.65,,19.89,0.76,35.8,2.72,8.97,1.65,,0.59,1.29,26.1,69.31,2.18,59.4,,0.0,279.54,800.0,1.05,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-13 00:00:00,33.68,87.66,9.21,62.67,37.45,,18.02,0.41,61.14,2.72,8.97,1.65,,0.59,1.29,26.53,67.03,1.46,86.14,,0.0,287.15,800.0,1.05,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-14 00:00:00,19.43,78.9,8.99,63.47,37.67,,19.94,0.62,42.5,3.88,16.83,1.83,,0.82,1.11,25.45,57.52,1.53,86.35,,0.0,283.11,800.0,1.05,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-15 00:00:00,25.61,64.13,11.87,97.22,56.29,,24.87,0.79,61.77,4.93,23.94,2.0,,1.03,0.95,26.0,64.94,1.69,68.52,,0.0,285.36,800.0,1.06,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-16 00:00:00,30.95,72.77,14.91,131.48,75.27,,29.21,1.27,41.0,4.93,23.94,2.0,,1.03,0.95,27.04,68.59,2.55,64.35,,0.0,281.93,800.0,1.07,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-17 00:00:00,31.63,118.37,18.23,145.88,84.77,,22.32,1.42,32.0,4.42,19.4,2.98,,0.82,1.16,27.28,54.58,2.35,59.17,,0.0,284.92,800.0,1.07,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-18 00:00:00,28.54,94.19,17.19,120.34,71.53,,19.88,0.99,36.19,6.07,24.55,4.2,,1.16,1.04,25.61,58.09,2.28,42.36,,0.0,294.66,800.0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-19 00:00:00,34.66,116.94,19.99,138.47,82.47,,32.57,1.0,28.22,6.98,28.2,4.47,,1.38,0.93,23.97,61.36,1.16,58.57,,0.0,289.65,800.0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-20 00:00:00,32.35,100.76,18.98,139.89,82.4,,20.75,1.15,35.04,6.98,28.2,4.47,,1.38,0.93,24.53,51.87,2.58,56.54,,0.0,292.26,800.0,0.98,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-21 00:00:00,20.27,76.68,19.9,136.71,81.54,,37.69,0.96,34.5,6.98,28.2,4.47,,1.38,0.93,16.32,34.23,3.64,50.02,,0.0,285.9,800.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-22 00:00:00,21.17,70.34,13.26,113.49,65.26,,16.34,0.69,33.18,6.98,28.2,4.47,,1.38,0.93,24.18,42.83,4.06,95.09,,0.0,270.83,800.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-23 00:00:00,16.56,44.59,8.99,87.66,49.47,,14.63,0.69,37.36,6.98,28.2,4.47,,1.38,0.93,22.09,38.4,6.04,168.94,,0.0,262.63,800.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-24 00:00:00,31.18,48.36,12.49,130.07,72.77,,36.6,1.4,35.33,6.98,28.2,4.47,,1.38,0.93,21.07,54.92,2.75,53.11,,0.0,257.79,800.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-25 00:00:00,40.01,44.43,13.19,113.93,65.42,,18.13,0.9,34.34,6.62,25.44,3.6,,1.49,0.94,20.52,62.14,1.71,67.92,,0.0,267.58,800.0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-26 00:00:00,41.5,,10.66,111.08,62.14,,12.29,1.13,34.69,6.82,29.56,4.08,,2.15,1.64,18.41,56.82,2.54,47.53,,0.0,260.47,800.0,0.89,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-27 00:00:00,67.25,131.67,21.09,132.99,80.62,,23.2,1.68,30.66,6.82,29.56,4.08,,2.15,1.64,20.18,59.18,1.61,58.95,,0.0,261.83,800.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-28 00:00:00,71.78,147.85,44.97,148.24,105.87,,10.8,2.05,29.95,7.39,32.65,4.21,,1.88,1.76,15.86,42.17,1.11,62.07,,0.0,261.15,800.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-29 00:00:00,73.67,127.94,51.27,157.47,114.49,,32.21,2.37,28.53,8.48,38.49,4.47,,1.36,1.98,11.13,33.4,1.64,147.64,,0.0,274.2,800.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-30 00:00:00,52.22,115.5,34.79,134.12,90.1,,32.27,1.54,28.15,8.48,38.49,4.47,,1.36,1.98,21.2,56.47,4.13,131.96,,0.0,277.97,800.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31 00:00:00,54.74,115.5,11.68,105.97,60.41,,16.1,1.41,27.87,8.48,38.49,4.47,,1.36,1.98,21.91,65.61,3.28,43.51,,0.0,268.75,800.0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01 00:00:00,72.61,101.32,11.39,3.81,15.19,45.45,3.01,0.19,29.67,,,,,,,23.98,79.2,0.48,187.52,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02 00:00:00,67.12,93.65,12.11,3.28,15.33,41.83,3.07,0.15,28.77,,,,,,,24.54,79.98,0.54,172.08,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03 00:00:00,64.9,84.91,12.07,4.11,15.38,38.6,2.69,0.17,21.13,,,,,,,23.09,85.92,0.37,168.68,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 00:00:00,77.26,112.78,9.1,7.06,16.15,44.18,2.9,0.29,40.38,,,,,,,25.91,76.68,0.45,154.98,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-05 00:00:00,101.1,122.82,10.68,6.59,17.28,50.31,3.51,0.34,29.27,,,,,,,23.99,84.98,0.38,153.77,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06 00:00:00,76.5,99.13,13.8,4.43,18.22,49.78,2.85,0.29,24.82,,,,,,,24.04,82.72,0.43,196.85,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07 00:00:00,104.2,122.77,14.8,5.44,20.12,97.82,4.97,0.32,23.71,,,,,,,22.45,89.28,0.36,153.24,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08 00:00:00,67.33,87.27,21.42,5.07,26.48,112.98,5.63,0.23,16.51,,,,,,,22.77,90.59,0.4,202.69,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09 00:00:00,,57.67,15.4,5.36,20.76,106.68,4.06,0.11,30.08,,,,,,,21.52,73.16,0.57,184.23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10 00:00:00,,39.55,12.35,4.16,16.52,91.28,3.84,0.03,16.67,,,,,,,12.89,90.91,0.35,116.69,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-11 00:00:00,,115.87,12.25,9.66,21.91,92.44,7.99,0.24,53.84,,,,,,,22.89,70.77,0.56,180.72,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-12 00:00:00,87.35,98.61,12.68,6.85,19.53,85.29,10.35,0.27,27.25,,,,,,,19.3,82.41,0.46,159.29,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13 00:00:00,98.86,123.46,13.71,6.15,19.85,98.71,15.57,0.31,33.26,,,,,,,20.6,84.44,0.37,165.84,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-14 00:00:00,102.42,118.44,13.97,6.18,20.16,97.53,17.79,0.35,28.81,,,,,,,22.27,81.5,0.42,162.28,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-15 00:00:00,94.71,115.22,13.08,6.64,19.71,90.66,24.34,0.36,33.5,,,,,,,22.43,79.73,0.52,140.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-16 00:00:00,74.01,93.15,12.54,5.2,17.75,87.23,26.3,0.25,24.42,,,,,,,21.35,85.07,0.41,143.86,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-17 00:00:00,76.99,99.04,12.65,5.46,18.11,79.77,30.8,0.29,29.24,,,,,,,23.62,82.62,0.55,205.92,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-18 00:00:00,75.71,102.52,13.16,4.77,17.81,74.81,34.31,0.25,24.04,,,,,,,21.59,84.92,0.38,121.08,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-19 00:00:00,77.39,103.55,10.62,8.26,18.88,68.34,35.45,0.27,30.69,,,,,,,22.16,78.7,0.4,143.41,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20 00:00:00,54.65,82.08,10.44,6.25,16.69,62.88,37.77,0.2,25.95,,,,,,,19.62,84.04,0.42,113.04,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21 00:00:00,32.01,55.51,13.18,4.11,16.99,57.88,44.47,0.13,20.0,,,,,,,22.78,84.62,0.54,149.02,,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-22 00:00:00,30.12,68.63,16.91,4.57,21.47,80.32,46.04,0.12,14.78,,,,,,,22.48,87.27,0.52,155.36,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-23 00:00:00,103.5,627.93,11.54,5.35,16.89,88.66,47.38,0.02,37.47,,,,,,,21.49,74.42,0.62,178.84,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24 00:00:00,63.05,279.43,9.56,6.28,15.84,70.89,45.2,0.14,29.44,,,,,,,17.18,71.67,0.56,152.41,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-25 00:00:00,64.08,232.1,10.51,6.87,17.38,68.79,46.3,0.2,36.01,,,,,,,18.44,73.71,0.44,142.62,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-26 00:00:00,64.64,193.27,10.81,5.69,16.5,67.6,49.08,0.2,35.49,,,,,,,20.08,75.63,0.48,138.91,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-27 00:00:00,60.32,148.54,10.29,7.22,17.51,61.17,52.6,0.29,38.14,,,,,,,21.34,72.17,0.49,139.17,,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-28 00:00:00,54.47,123.43,8.75,7.02,15.77,59.36,54.1,0.26,45.97,,,,,,,23.54,62.1,0.54,146.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29 00:00:00,52.12,106.89,8.97,6.3,15.27,60.67,54.09,0.19,41.87,,,,,,,22.46,65.89,0.58,158.71,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-30 00:00:00,48.94,92.52,7.99,5.54,13.52,58.25,53.19,0.16,36.17,,,,,,,22.28,70.01,0.6,124.63,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-31 00:00:00,61.12,102.56,7.82,7.94,15.76,52.48,54.77,0.23,41.0,,,,,,,21.38,70.79,0.56,127.46,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 00:00:00,56.54,99.7,7.94,8.12,16.05,47.69,58.05,0.26,33.79,,,,,,,20.45,76.54,0.54,137.8,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02 00:00:00,86.63,134.88,10.6,10.62,21.22,45.25,60.16,0.3,31.07,,,,,,,21.39,82.19,0.55,135.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-03 00:00:00,44.85,84.91,9.12,5.31,14.43,40.86,61.01,0.16,24.05,,,,,,,21.54,81.61,0.58,141.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-04 00:00:00,51.15,200.21,10.2,4.3,14.5,38.05,62.76,0.15,24.98,,,,,,,21.86,74.53,0.5,156.95,,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-05 00:00:00,60.79,219.8,7.9,6.05,13.95,43.16,59.55,0.11,37.54,,,,,,,20.3,75.41,0.53,143.38,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-06 00:00:00,71.98,178.92,7.64,6.17,13.81,43.09,60.09,0.2,41.84,,,,,,,22.7,72.68,0.57,155.41,,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-07 00:00:00,57.12,126.11,9.79,4.34,14.12,40.73,61.89,0.16,27.48,,,,,,,21.95,83.74,0.58,151.31,,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 00:00:00,30.99,74.69,8.84,3.95,12.79,35.9,61.16,0.09,21.16,,,,,,,21.24,83.86,0.53,158.7,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-09 00:00:00,44.9,88.23,8.33,4.4,12.62,32.45,61.54,0.12,25.55,,,,,,,21.82,80.89,0.57,153.96,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10 00:00:00,64.23,110.6,7.43,5.81,13.23,31.92,38.66,0.21,28.03,3.75,,,,5.06,6.69,21.85,76.01,0.53,151.82,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11 00:00:00,63.09,117.92,5.54,7.7,13.24,31.86,7.74,0.25,39.94,2.03,,,,4.89,5.97,26.1,57.06,0.7,161.36,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12 00:00:00,59.19,105.88,6.79,7.33,14.12,31.79,6.14,0.24,32.89,1.09,,,,4.45,6.46,23.2,71.07,0.58,145.36,,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-13 00:00:00,75.23,125.39,6.96,10.6,17.56,31.17,7.56,0.31,34.84,3.89,,,,4.91,6.31,23.24,74.65,0.55,157.54,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14 00:00:00,44.82,72.82,6.56,5.02,11.57,30.49,5.8,0.13,26.71,0.47,,,,3.49,4.62,22.77,68.42,0.63,129.94,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15 00:00:00,31.86,63.07,8.07,5.12,13.18,27.84,7.24,0.08,19.08,0.36,,,,3.45,5.81,21.12,77.02,0.6,146.09,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-16 00:00:00,23.14,52.44,8.25,4.14,12.33,25.7,8.13,0.04,15.3,0.1,,,,2.94,4.12,21.5,81.9,0.57,154.57,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-17 00:00:00,30.71,62.26,7.19,7.47,14.66,22.01,8.71,0.1,20.17,0.01,,,,3.66,6.11,21.83,81.29,0.55,159.76,,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18 00:00:00,47.64,75.11,6.77,9.69,16.46,20.99,8.2,0.15,24.66,0.74,,,,4.9,5.71,22.93,72.59,0.52,147.17,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19 00:00:00,59.71,93.66,6.79,12.3,19.08,20.69,7.57,0.2,27.58,0.55,,,,4.52,5.88,23.38,74.58,0.55,145.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20 00:00:00,56.15,95.07,6.55,7.3,13.86,21.46,6.99,0.16,31.98,0.05,,,,3.53,5.23,23.38,72.68,0.66,146.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21 00:00:00,54.29,92.06,8.27,11.93,20.2,21.64,6.03,0.22,18.36,1.02,,,,3.91,4.95,18.7,80.12,0.55,102.18,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-22 00:00:00,51.23,110.14,5.49,11.92,17.41,21.1,4.27,0.15,36.93,0.84,,,,3.86,5.68,27.45,65.93,0.92,203.15,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23 00:00:00,42.66,90.69,6.21,11.04,17.25,17.54,4.58,0.16,28.08,0.54,,,,3.69,5.41,23.39,73.25,0.63,135.08,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-24 00:00:00,73.41,118.24,7.8,10.71,18.51,18.2,3.54,0.26,31.15,1.84,,,,3.52,6.93,22.46,78.2,0.62,119.26,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-25 00:00:00,76.93,180.0,7.2,12.46,19.66,19.28,2.48,0.33,34.01,0.83,,,,4.5,5.53,24.1,72.23,0.69,152.61,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-26 00:00:00,51.26,141.4,6.32,6.89,13.21,17.23,2.76,0.31,28.11,0.63,,,,4.31,4.7,22.93,71.28,0.6,136.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-27 00:00:00,62.28,55.44,8.12,7.59,15.72,17.62,,0.21,13.47,0.22,,,,4.24,5.73,16.58,82.72,0.42,91.69,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28 00:00:00,69.83,177.46,4.76,17.81,22.57,18.28,1.02,0.48,49.37,0.44,,,,3.62,5.42,29.45,57.15,1.04,192.33,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 00:00:00,84.63,105.48,8.58,7.08,15.65,18.64,,0.44,10.55,1.19,,,,5.62,5.66,17.68,93.69,0.38,76.62,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
