Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),From Date,PM2.5,PM10,NO,NO2,NOx,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,O-Xylene,RH,WS,WD,SR,BP,VWS,AT,NH3,Temp,To Date,Xylene
2020-01-01 00:00:00,356.62,431.58,87.74,55.86,101.22,33.22,18.71,3.24,4.32,11.91,73.48,,,,,7.61,71.4,0.75,114.03,0.0,0.0,67.96,993.69,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02 00:00:00,373.76,480.37,109.86,59.02,121.49,35.06,26.92,4.05,4.25,14.9,94.24,,,,,8.7,68.36,0.6,194.88,0.0,0.0,61.81,993.48,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03 00:00:00,205.36,289.09,66.71,42.96,78.0,27.01,13.99,2.33,1.61,9.71,96.69,,,,,9.26,67.17,0.78,173.54,0.0,0.0,62.92,991.32,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-04 00:00:00,202.78,292.37,43.73,53.24,63.93,24.32,18.92,1.99,1.57,8.07,56.62,,,,,9.03,68.3,1.0,290.67,0.0,0.0,59.29,990.33,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-05 00:00:00,168.58,249.58,18.14,48.32,40.52,18.93,14.13,1.23,1.85,4.74,40.03,,,,,8.84,64.22,1.28,284.27,0.0,0.0,70.32,990.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06 00:00:00,141.03,207.88,9.86,43.91,31.4,15.93,18.75,1.05,1.4,3.94,32.12,,,,,8.95,63.05,0.93,170.67,0.0,0.0,41.62,991.68,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 00:00:00,116.47,149.51,3.79,25.58,16.5,17.02,16.74,0.84,2.07,3.31,17.28,,,,,8.98,72.86,1.11,107.07,0.0,0.0,39.52,989.53,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08 00:00:00,137.33,159.95,14.69,27.51,26.67,18.69,15.15,1.08,1.15,3.9,21.29,,,,,8.52,80.54,1.02,182.33,0.0,0.4,14.84,987.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09 00:00:00,101.77,134.33,9.53,26.55,21.85,14.72,10.34,0.78,1.51,2.87,16.73,,,,,7.62,74.57,1.8,308.38,0.0,0.0,68.83,992.22,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10 00:00:00,144.67,210.41,18.17,43.44,38.1,15.91,13.05,1.26,2.11,4.44,23.69,,,,,7.73,71.32,1.77,297.38,0.0,0.0,75.49,992.45,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-11 00:00:00,164.85,246.17,22.91,49.18,44.91,18.35,14.74,1.42,2.37,5.41,29.7,,,,,8.29,62.09,1.43,287.16,0.0,0.0,76.15,992.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-12 00:00:00,205.62,301.88,34.16,55.11,57.39,20.83,16.33,1.95,2.02,7.53,51.11,,,,,8.84,62.26,0.95,248.57,0.0,0.0,72.8,989.27,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13 00:00:00,223.22,305.46,18.89,41.55,37.35,22.58,14.99,1.88,2.87,6.75,38.25,,,,,9.09,68.75,1.47,160.51,0.0,0.0,56.9,984.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14 00:00:00,129.09,174.86,18.48,35.96,34.4,24.08,10.95,1.43,1.5,4.55,31.15,,,,,8.55,74.92,1.3,317.54,0.0,0.0,69.18,988.37,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15 00:00:00,113.67,180.07,23.45,44.07,42.82,22.95,10.49,1.23,1.81,4.79,38.75,,,,,8.54,72.29,1.12,278.82,0.0,0.0,73.56,989.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16 00:00:00,144.47,199.3,27.07,40.5,43.62,23.9,11.77,1.24,1.26,5.5,36.97,,,,,8.27,76.28,1.01,293.28,0.01,1.2,41.57,988.29,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17 00:00:00,96.05,138.59,22.96,31.04,35.26,21.11,10.99,1.07,2.31,4.49,31.64,,,,,8.6,79.23,1.24,278.4,0.01,1.2,68.97,989.52,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-18 00:00:00,144.86,225.21,41.58,41.04,55.94,23.69,12.14,1.66,1.81,7.37,56.21,,,,,8.14,78.86,0.85,261.22,0.0,0.0,51.73,991.23,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-19 00:00:00,140.98,197.77,6.38,26.51,19.29,22.88,7.51,0.69,1.65,3.44,16.4,,,,,7.64,74.94,2.11,287.36,0.0,0.0,80.87,991.81,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-20 00:00:00,141.94,219.83,22.5,32.13,35.44,20.13,10.2,1.27,2.85,4.16,15.14,,,,,7.85,78.21,1.33,272.6,0.0,0.0,66.51,990.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-21 00:00:00,199.98,304.02,25.81,39.14,41.98,22.26,14.56,1.31,4.32,4.95,19.55,,,,,8.33,76.55,0.69,119.15,0.0,0.0,71.68,991.56,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22 00:00:00,207.85,315.03,70.56,57.39,88.07,24.04,17.54,2.11,2.11,8.77,41.77,,,,,8.33,76.35,1.62,279.14,0.0,0.0,77.8,993.27,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23 00:00:00,73.76,139.53,8.67,39.85,28.28,16.94,8.98,0.57,2.59,2.74,10.63,,,,,8.73,59.26,2.77,295.7,0.0,0.0,90.85,991.66,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24 00:00:00,75.6,154.51,24.79,46.77,45.29,16.64,10.58,1.04,3.78,3.06,11.3,,,,,8.73,54.79,2.86,291.47,0.0,0.0,89.39,989.09,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-25 00:00:00,126.04,224.5,35.82,67.06,64.83,20.31,12.87,1.66,3.7,5.12,23.17,,,,,8.73,59.03,1.23,283.65,0.0,0.0,88.18,989.37,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-26 00:00:00,185.04,284.88,48.34,61.52,72.55,26.16,13.91,1.91,2.27,7.8,42.22,,,,,8.97,63.3,1.1,274.09,0.0,0.0,88.1,987.63,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27 00:00:00,176.38,257.54,23.5,60.56,51.95,25.28,20.37,1.33,1.69,5.24,22.02,,,,,9.54,62.46,0.96,123.3,0.0,0.0,64.38,985.05,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28 00:00:00,123.11,152.74,6.38,32.05,22.26,20.94,12.44,0.91,1.94,3.19,10.68,,,,,9.34,72.58,1.31,120.29,0.03,3.2,70.98,983.83,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 00:00:00,78.67,132.11,33.48,46.04,51.85,18.75,11.02,1.23,1.86,3.49,16.7,,,,,9.06,68.68,1.27,261.79,0.0,0.0,96.7,989.62,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 00:00:00,91.44,165.49,27.64,48.04,48.06,18.21,9.22,1.16,1.52,4.51,19.52,,,,,8.87,67.88,1.74,302.12,0.0,0.0,98.39,990.48,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 00:00:00,80.12,147.54,33.34,48.41,52.94,16.85,10.19,1.13,1.54,3.44,15.13,,,,,8.41,65.68,1.63,284.06,0.0,0.0,107.45,988.34,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01 00:00:00,103.09,177.03,40.53,44.05,56.51,16.89,9.85,1.07,2.56,4.29,16.65,,,,,8.39,69.37,1.17,240.37,0.0,0.0,140.92,990.51,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-02 00:00:00,118.14,195.15,20.75,50.2,43.69,18.37,11.52,1.11,33.07,3.83,14.8,,,,,8.45,66.72,1.65,291.77,0.0,0.0,109.11,992.59,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03 00:00:00,120.09,199.85,22.75,57.43,49.2,18.57,11.21,1.24,39.36,3.79,15.08,,,,,8.88,59.71,1.31,239.96,0.0,0.0,114.32,991.33,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04 00:00:00,167.23,283.27,43.54,57.81,67.02,20.64,23.53,1.7,60.02,5.22,28.0,,,,,8.81,60.14,0.83,133.15,0.0,0.0,100.29,989.71,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05 00:00:00,139.54,229.77,24.31,57.26,50.37,20.17,12.62,1.24,39.49,5.12,22.99,,,,,8.99,62.23,1.44,297.86,0.0,0.0,108.36,989.96,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06 00:00:00,117.84,194.09,21.7,46.0,42.17,19.29,11.67,1.13,48.44,3.81,18.03,,,,,8.61,63.23,1.22,228.55,0.0,0.0,112.39,989.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07 00:00:00,161.48,259.02,53.49,63.33,76.65,20.34,17.53,1.63,44.6,5.34,29.86,,,,,8.56,64.19,0.97,231.71,0.0,0.0,93.2,991.63,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 00:00:00,148.51,230.72,19.69,47.55,41.29,21.21,16.28,1.23,51.43,4.67,17.11,,,,,8.99,62.26,1.67,296.64,0.0,0.0,104.19,993.55,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09 00:00:00,149.95,253.38,31.35,54.0,54.27,21.63,13.17,1.53,53.95,4.84,19.05,,,,,9.1,62.07,1.23,282.8,0.0,0.0,107.79,994.06,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 00:00:00,188.1,309.01,37.86,57.21,61.31,25.07,14.55,1.82,51.49,5.63,24.37,,,,,8.99,63.06,1.25,287.38,0.0,0.0,104.8,992.09,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-11 00:00:00,167.29,288.33,53.47,61.08,76.07,23.03,15.54,2.09,47.39,7.98,44.01,,,,,9.32,60.03,1.06,285.44,0.0,0.0,113.67,992.31,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12 00:00:00,176.5,285.68,10.96,40.02,30.21,23.49,19.27,1.19,66.17,4.85,22.12,,,,,9.94,60.34,2.38,278.23,0.0,0.0,108.07,991.73,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13 00:00:00,91.55,173.93,4.73,23.9,16.57,18.77,19.23,0.74,65.44,2.32,6.34,,,,,10.87,54.66,3.17,287.12,0.0,0.0,116.71,988.73,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-14 00:00:00,67.16,165.78,5.05,21.91,15.79,15.17,13.17,0.72,73.56,2.06,7.51,,,,,10.64,53.15,3.24,299.0,0.0,0.0,115.49,985.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-15 00:00:00,77.14,180.31,7.93,30.94,22.92,14.38,18.89,0.85,67.32,2.48,8.15,,,,,10.43,48.35,3.03,287.28,0.0,0.0,121.62,986.22,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-16 00:00:00,117.45,227.07,14.36,44.4,35.32,17.33,17.55,1.35,66.48,3.64,14.5,,,,,10.55,52.01,1.71,285.2,0.0,0.0,120.79,989.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-17 00:00:00,124.17,243.12,14.91,45.75,36.5,19.52,17.61,1.31,63.35,4.18,18.7,,,,,10.81,51.83,2.0,281.51,0.0,0.0,128.85,990.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18 00:00:00,100.38,203.43,6.58,34.19,23.54,16.34,22.63,0.83,81.57,2.69,7.96,,,,,10.7,47.15,2.16,278.22,0.0,0.0,123.15,987.66,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-19 00:00:00,100.91,183.61,6.15,20.53,15.94,15.98,25.84,0.78,106.58,2.89,10.9,,,,,10.6,53.16,1.71,125.24,0.0,0.0,100.85,986.49,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-20 00:00:00,98.24,181.76,1.76,12.32,7.99,18.05,17.09,0.77,111.49,2.54,4.86,,,,,11.02,57.46,2.17,127.98,0.03,2.4,101.59,985.98,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21 00:00:00,51.96,76.94,4.87,18.91,14.03,17.64,12.98,0.7,57.41,1.8,9.53,,,,,9.59,72.6,1.68,71.87,0.0,0.0,17.8,989.59,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-22 00:00:00,52.45,89.92,12.68,23.11,22.31,16.26,15.94,0.87,49.46,2.14,8.97,,,,,10.37,67.5,0.94,121.57,0.0,0.0,116.79,993.14,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-23 00:00:00,75.14,134.26,9.88,27.83,22.86,19.64,14.35,0.85,68.15,2.85,14.33,,,,,11.82,57.12,1.03,193.46,0.0,0.0,148.76,990.72,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24 00:00:00,62.02,129.68,32.42,58.81,58.01,20.65,18.82,1.1,40.85,2.74,15.43,,,,,10.86,62.02,1.13,298.78,0.0,0.0,137.32,987.74,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-25 00:00:00,128.03,219.78,43.87,83.01,79.93,31.76,25.53,1.59,37.4,3.83,16.87,,,,,10.97,64.0,1.41,280.46,0.0,0.0,145.33,986.52,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26 00:00:00,121.11,213.23,23.95,71.63,57.63,28.0,21.79,1.31,53.38,4.11,20.96,,,,,11.15,63.16,1.06,218.88,0.0,0.0,151.65,987.19,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27 00:00:00,97.97,168.89,5.69,40.75,26.31,27.01,23.82,0.84,63.59,3.04,9.8,,,,,11.08,68.0,1.21,119.81,0.0,0.0,126.16,987.61,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28 00:00:00,83.85,132.55,2.2,22.32,13.66,24.34,18.99,0.71,77.24,2.25,4.25,,,,,11.2,66.64,2.0,123.31,0.0,0.0,142.87,986.44,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-29 00:00:00,59.01,98.05,2.39,23.43,14.42,20.18,19.83,0.66,61.5,1.82,8.96,,,,,10.94,68.59,1.9,123.94,0.06,5.8,129.62,985.56,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01 00:00:00,34.42,66.8,12.68,35.23,29.08,17.58,15.15,0.75,70.83,1.4,14.09,,,,,11.03,66.66,1.02,121.14,0.0,0.0,160.44,986.16,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02 00:00:00,84.4,162.67,51.58,80.59,84.91,25.59,19.89,1.68,54.4,4.15,51.61,,,,,11.36,68.35,0.57,197.09,0.0,0.0,124.6,985.72,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03 00:00:00,71.22,157.0,53.96,70.68,81.6,23.9,19.12,1.34,44.81,4.07,59.23,,,,,11.64,60.02,1.06,248.84,0.0,0.0,166.78,984.22,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04 00:00:00,85.66,184.77,23.37,44.88,42.93,23.11,31.14,0.83,66.84,2.92,40.3,,,,,11.36,59.63,1.37,123.7,0.0,0.0,153.81,983.53,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05 00:00:00,29.48,51.7,3.93,26.03,17.05,16.63,13.03,0.43,62.87,1.2,12.76,,,,,10.72,67.02,1.76,127.69,0.04,3.4,158.41,983.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06 00:00:00,17.68,26.09,3.04,21.53,13.94,14.02,9.51,0.41,60.95,0.79,9.33,,,,,9.53,75.97,1.89,124.71,0.1,10.0,108.29,982.67,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07 00:00:00,42.77,86.43,10.34,27.46,23.03,13.62,11.36,0.7,57.27,1.56,16.75,,,,,9.78,73.87,1.29,127.71,0.0,0.0,113.65,987.06,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08 00:00:00,47.07,104.03,16.89,42.2,36.21,13.26,9.32,0.85,50.13,2.18,24.6,,,,,10.57,64.23,1.25,258.96,0.0,0.0,207.41,988.92,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09 00:00:00,66.28,150.86,19.05,48.36,41.24,19.46,12.87,0.9,43.62,2.15,19.12,,,,,10.45,60.47,1.98,295.1,0.0,0.0,202.95,986.14,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10 00:00:00,85.35,153.22,5.66,29.38,20.25,25.87,22.76,0.8,76.71,2.13,13.4,,,,,10.69,59.55,1.08,196.93,0.0,0.0,185.47,984.89,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11 00:00:00,52.44,96.09,2.39,16.32,10.64,26.52,15.43,0.58,76.05,1.48,9.2,,,,,11.31,63.31,1.85,115.94,0.0,0.2,177.64,982.47,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12 00:00:00,56.03,160.86,19.46,33.07,33.27,29.48,15.1,0.78,51.23,1.91,18.68,,,,,11.58,60.09,1.37,175.18,0.0,0.0,163.57,984.64,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13 00:00:00,54.31,164.43,7.57,29.4,21.81,24.82,16.78,0.49,60.5,1.56,15.28,,,,,11.44,54.06,1.04,175.74,0.0,0.0,192.77,986.45,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14 00:00:00,34.44,79.21,11.59,37.25,29.27,25.25,11.98,0.67,34.25,1.63,19.26,,,,,10.44,70.93,1.19,157.14,0.02,1.6,109.36,987.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15 00:00:00,45.94,108.32,20.6,51.53,44.2,25.38,11.28,0.8,47.67,1.99,24.85,,,,,10.37,65.28,0.91,187.81,0.0,0.0,183.89,989.39,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16 00:00:00,58.45,146.78,21.22,62.23,50.41,31.73,13.6,0.97,56.25,2.45,28.95,,,,,11.09,61.56,1.39,302.54,0.0,0.0,154.12,989.14,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17 00:00:00,65.05,154.3,26.89,60.72,54.23,36.33,15.51,1.05,63.88,2.82,36.21,,,,,11.55,59.35,1.56,304.77,0.0,0.0,204.71,989.07,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18 00:00:00,62.68,157.78,26.9,63.28,55.59,27.55,12.45,1.09,66.17,3.15,43.49,,,,,11.97,57.34,1.61,302.8,0.0,0.0,199.52,987.33,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19 00:00:00,72.76,163.83,19.74,61.68,48.9,31.35,14.23,1.1,68.7,3.43,48.48,,,,,12.34,59.59,1.02,242.21,0.0,0.0,188.93,984.24,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20 00:00:00,76.62,167.12,10.55,45.26,32.67,30.44,20.36,0.8,83.88,2.63,32.5,,,,,12.6,57.88,0.87,124.4,0.0,0.0,164.53,983.19,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 00:00:00,51.49,120.69,14.75,44.33,35.6,28.81,17.15,0.78,74.62,2.33,23.7,,,,,12.63,53.07,1.07,261.2,0.0,0.0,182.33,983.58,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 00:00:00,72.3,125.59,5.0,32.78,21.51,29.59,17.75,0.63,73.81,2.4,23.11,,,,,12.67,55.66,1.01,242.27,0.0,0.0,202.29,985.33,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 00:00:00,45.71,86.77,2.44,21.49,13.42,28.47,14.68,0.5,82.96,1.6,10.27,,,,,12.9,53.89,0.78,173.44,0.0,0.0,198.54,984.89,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24 00:00:00,51.26,103.41,2.43,18.06,11.58,29.69,19.43,0.58,64.18,2.13,11.28,,,,,12.47,57.44,1.1,159.78,0.0,0.0,140.43,983.68,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25 00:00:00,31.16,59.34,2.94,13.08,9.36,29.55,10.02,0.5,55.08,1.44,10.51,,,,,13.02,57.67,1.14,257.45,0.0,0.2,214.27,983.97,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26 00:00:00,32.51,62.95,2.14,7.85,5.92,30.77,13.09,0.45,48.15,0.97,4.5,,,,,12.66,57.54,2.27,289.07,0.0,0.0,144.01,985.19,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27 00:00:00,22.81,38.22,2.29,6.75,5.46,27.92,11.74,0.4,43.15,0.75,3.35,,,,,11.71,66.72,1.58,203.43,0.01,0.8,110.11,986.95,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28 00:00:00,16.01,27.32,2.49,9.26,6.96,25.46,7.54,0.4,50.73,0.76,5.01,,,,,11.94,63.23,1.49,300.56,0.0,0.2,226.45,987.29,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29 00:00:00,21.86,50.41,2.07,6.75,5.28,25.33,9.68,0.36,68.21,0.67,3.89,,,,,12.45,55.13,2.12,306.91,0.0,0.0,227.97,985.24,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30 00:00:00,31.0,58.44,1.92,8.31,5.98,25.9,9.38,0.39,78.96,0.83,4.38,,,,,12.31,53.64,1.8,300.91,0.0,0.0,227.3,985.31,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31 00:00:00,27.84,57.39,1.93,9.63,6.7,24.77,11.84,0.39,80.42,0.83,5.52,,,,,12.94,50.86,1.63,293.35,0.0,0.2,210.6,984.02,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01 00:00:00,24.96,56.31,2.36,10.47,7.49,26.68,10.54,0.43,73.01,0.95,5.64,,,,,13.22,52.42,1.46,307.68,0.0,0.0,218.64,983.09,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02 00:00:00,21.83,50.56,1.91,6.86,5.21,26.29,9.51,0.37,80.55,0.67,3.24,,,,,12.98,49.82,2.11,309.12,0.0,0.0,232.8,983.53,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03 00:00:00,28.92,57.63,1.86,9.39,6.51,23.39,12.96,0.38,97.17,0.91,4.79,,,,,12.6,44.47,1.76,302.39,0.0,0.0,233.73,984.81,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-04 00:00:00,35.47,67.5,1.95,12.2,8.08,24.5,10.82,0.45,88.96,1.13,7.79,,,,,12.87,45.79,1.55,305.7,0.0,0.0,234.55,984.79,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-05 00:00:00,43.17,84.84,2.11,16.45,10.47,28.39,14.91,0.57,96.3,1.58,9.95,,,,,13.27,47.77,0.99,201.26,0.0,0.0,221.76,985.41,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 00:00:00,45.95,93.52,1.75,11.44,7.52,27.76,23.41,0.52,110.91,2.14,13.07,,,,,14.26,43.46,1.14,281.07,0.0,0.0,232.74,984.25,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07 00:00:00,23.8,92.8,1.87,8.2,5.88,28.75,16.61,0.39,88.17,0.93,4.64,,,,,13.62,46.31,1.89,301.41,0.0,0.0,223.31,982.33,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08 00:00:00,25.76,76.06,1.93,8.8,6.26,25.15,12.08,0.31,89.12,0.81,5.35,,,,,13.54,42.58,1.86,301.21,0.0,0.0,227.64,982.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09 00:00:00,27.28,69.27,1.83,10.24,6.94,24.82,15.16,0.37,97.82,1.03,5.79,,,,,13.22,44.15,1.49,292.19,0.0,0.0,231.38,983.45,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-10 00:00:00,31.39,100.89,2.06,17.29,10.89,27.44,17.83,0.52,88.76,1.81,13.21,,,,,14.09,41.77,1.0,264.76,0.0,0.0,224.1,984.29,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-11 00:00:00,34.43,110.2,1.99,15.3,9.76,29.9,29.12,0.55,112.38,2.29,15.48,,,,,14.8,41.4,0.99,227.98,0.0,0.0,220.92,985.13,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12 00:00:00,32.8,85.9,1.68,7.34,5.28,28.79,14.81,0.4,100.71,1.18,5.09,,,,,14.6,41.95,1.8,290.99,0.0,0.0,233.99,983.09,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13 00:00:00,30.61,132.86,1.9,12.98,8.46,30.49,24.71,0.56,89.62,1.97,9.41,,,,,15.19,41.01,1.6,277.81,0.0,0.0,225.32,981.06,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14 00:00:00,38.01,115.64,1.7,11.54,7.53,30.87,19.52,0.44,99.5,1.46,9.67,,,,,24.06,40.27,0.7,160.51,0.0,0.0,179.4,981.38,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15 00:00:00,37.75,193.88,2.08,16.08,10.25,29.42,16.87,0.57,78.58,2.41,9.52,,,,,32.65,37.01,1.06,213.93,0.0,0.0,209.51,981.02,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16 00:00:00,26.31,184.31,2.09,17.91,11.24,32.77,23.49,0.55,84.53,2.26,12.97,,,,,32.48,36.04,1.57,284.3,0.0,0.0,209.43,979.85,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17 00:00:00,21.67,79.72,1.78,7.52,5.46,30.65,14.31,0.32,104.57,0.82,3.68,,,,,32.23,38.42,1.47,209.65,0.0,0.0,200.98,979.39,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-18 00:00:00,22.34,94.77,1.74,6.73,5.0,32.22,10.68,0.32,98.25,0.9,2.8,,,,,31.85,42.82,1.39,96.33,0.0,0.0,266.6,981.32,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-19 00:00:00,24.61,61.39,1.84,16.38,10.22,33.06,11.66,0.47,90.4,1.11,8.26,,,,,31.56,39.73,1.01,244.29,0.0,0.0,78.08,980.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20 00:00:00,22.86,80.72,2.18,14.43,9.38,32.97,13.68,0.45,66.81,1.56,10.21,,,,,30.37,47.24,1.05,180.4,0.0,0.0,123.55,981.65,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21 00:00:00,28.34,70.77,1.82,10.38,7.0,30.69,12.51,0.43,98.78,1.25,5.09,,,,,30.82,47.27,1.1,253.48,0.0,0.0,224.71,981.95,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22 00:00:00,31.73,99.15,2.22,20.85,12.9,29.98,13.91,0.52,91.48,1.59,12.67,,,,,31.41,41.59,0.95,253.03,0.0,0.0,245.95,980.57,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23 00:00:00,20.5,103.72,1.78,10.44,7.01,31.35,17.2,0.52,93.65,1.94,10.44,,,,,31.52,41.01,1.06,193.92,0.0,0.0,171.38,979.68,,,,,,,,,,,,,,,,,,,,,,,,,,
